,Column,Value,Count
2122,색상_L*,47.939,1
2123,색상_L*,29.173,1
2124,색상_L*,50.0665,1
2125,색상_L*,33.1315,1
2126,색상_L*,33.219,1
2127,색상_L*,33.634,1
2128,색상_L*,33.4165,1
2129,색상_L*,32.76,1
2130,색상_L*,33.448,1
2131,색상_L*,51.4215,1
2132,색상_L*,50.1775,1
2133,색상_L*,50.0015,1
2134,색상_L*,50.024,1
2135,색상_L*,47.819,1
2136,색상_L*,49.9165,1
2137,색상_L*,49.9005,1
2138,색상_L*,49.92,1
2139,색상_L*,48.0365,1
2140,색상_L*,48.1755,1
2141,색상_L*,47.2855,1
2142,색상_L*,47.444,1
2143,색상_L*,47.81,1
2144,색상_L*,47.7805,1
2145,색상_L*,29.103,1
2146,색상_L*,29.2975,1
2147,색상_L*,54.865,1
2148,색상_L*,26.8665,1
2149,색상_L*,42.3915,1
2150,색상_L*,42.369,1
2151,색상_L*,42.5865,1
2152,색상_L*,42.564,1
2153,색상_L*,29.9665,1
2154,색상_L*,27.1015,1
2155,색상_L*,26.558,1
2156,색상_L*,26.809,1
2157,색상_L*,26.8215,1
2158,색상_L*,26.9375,1
2159,색상_L*,42.1165,1
2160,색상_L*,27.0455,1
2161,색상_L*,27.02,1
2162,색상_L*,27.01,1
2163,색상_L*,55.2665,1
2164,색상_L*,54.97,1
2165,색상_L*,54.984,1
2166,색상_L*,54.9065,1
2167,색상_L*,55.029,1
2168,색상_L*,54.929,1
2169,색상_L*,42.405,1
2170,색상_L*,41.803,1
2171,색상_L*,29.3475,1
2172,색상_L*,47.3325,1
2173,색상_L*,29.4255,1
2174,색상_L*,29.5525,1
2175,색상_L*,49.9115,1
2176,색상_L*,47.61,1
2177,색상_L*,47.4805,1
2178,색상_L*,47.4815,1
2179,색상_L*,47.4015,1
2180,색상_L*,47.418,1
2181,색상_L*,47.4025,1
2182,색상_L*,47.5615,1
2183,색상_L*,42.8675,1
2184,색상_L*,81.6725,1
2185,색상_L*,77.9715,1
2186,색상_L*,78.2805,1
2187,색상_L*,78.1505,1
2188,색상_L*,78.1675,1
2189,색상_L*,77.9665,1
2190,색상_L*,77.76,1
2191,색상_L*,77.948,1
2192,색상_L*,77.874,1
2193,색상_L*,31.125,1
2194,색상_L*,55.494,1
2195,색상_L*,46.09,1
2196,색상_L*,58.09,1
2197,색상_L*,38.805,1
2198,색상_L*,51.045,1
2199,색상_L*,80.915,1
2200,색상_L*,51.53,1
2201,색상_L*,36.285,1
2202,색상_L*,60.62,1
2203,색상_L*,33.44,1
2204,색상_L*,52.19,1
2205,색상_L*,32.16,1
2206,색상_L*,29.245,1
2207,색상_L*,39.06,1
2208,색상_L*,47.615,1
2209,색상_L*,79.275,1
2210,색상_L*,56.32,1
2211,색상_L*,77.745,1
2212,색상_L*,26.72,1
2213,색상_L*,44.095,1
2214,색상_L*,38.795,1
2215,색상_L*,52.595,1
2216,색상_L*,76.14,1
2217,색상_L*,53.035,1
2218,색상_L*,64.28,1
2219,색상_L*,18.615,1
2220,색상_L*,88.585,1
2221,색상_L*,47.25,1
2222,색상_L*,79.78,1
2223,색상_L*,83.325,1
2224,색상_L*,75.605,1
2225,색상_L*,84.085,1
2226,색상_L*,74.745,1
2227,색상_L*,77.665,1
2228,색상_L*,89.715,1
2229,색상_L*,79.18,1
2230,색상_L*,59.085,1
2231,색상_L*,56.56,1
2232,색상_L*,57.4,1
2233,색상_L*,65.48,1
2234,색상_L*,64.305,1
2235,색상_L*,69.825,1
2236,색상_L*,48.645,1
2237,색상_L*,59.445,1
2238,색상_L*,83.61,1
2239,색상_L*,45.245,1
2240,색상_L*,43.09,1
2241,색상_L*,75.25,1
2242,색상_L*,32.955,1
2243,색상_L*,48.685,1
2244,색상_L*,20.295,1
2245,색상_L*,36.515,1
2246,색상_L*,52.03,1
2247,색상_L*,31.235,1
2248,색상_L*,35.83,1
2249,색상_L*,27.34,1
2250,색상_L*,25.08,1
2251,색상_L*,45.69,1
2252,색상_L*,31.175,1
2253,색상_L*,23.035,1
2254,색상_L*,25.275,1
2255,색상_L*,74.135,1
2256,색상_L*,40.07,1
2257,색상_L*,24.235,1
2258,색상_L*,19.315,1
2259,색상_L*,38.385,1
2260,색상_L*,37.505,1
2261,색상_L*,37.695,1
2262,색상_L*,21.38,1
2263,색상_L*,36.85,1
2264,색상_L*,78.62,1
2265,색상_L*,45.155,1
2266,색상_L*,46.15,1
2267,색상_L*,66.765,1
2268,색상_L*,72.62,1
2269,색상_L*,75.08,1
2270,색상_L*,75.005,1
2271,색상_L*,74.885,1
2272,색상_L*,74.76,1
2273,색상_L*,75.785,1
2274,색상_L*,75.565,1
2275,색상_L*,75.385,1
2276,색상_L*,70.165,1
2277,색상_L*,44.495,1
2278,색상_L*,39.4,1
2279,색상_L*,35.695,1
2280,색상_L*,72.335,1
2281,색상_L*,65.475,1
2282,색상_L*,72.395,1
2283,색상_L*,72.52,1
2284,색상_L*,72.57,1
2285,색상_L*,72.63,1
2286,색상_L*,72.445,1
2287,색상_L*,72.535,1
2288,색상_L*,21.885,1
2289,색상_L*,47.875,1
2290,색상_L*,26.335,1
2291,색상_L*,32.045,1
2292,색상_L*,76.41,1
2293,색상_L*,76.185,1
2294,색상_L*,70.055,1
2295,색상_L*,52.415,1
2296,색상_L*,37.12,1
2297,색상_L*,32.705,1
2298,색상_L*,32.655,1
2299,색상_L*,32.525,1
2300,색상_L*,32.595,1
2301,색상_L*,32.71,1
2302,색상_L*,19.695,1
2303,색상_L*,33.035,1
2304,색상_L*,32.535,1
2305,색상_L*,32.53,1
2306,색상_L*,33.195,1
2307,색상_L*,19.625,1
2308,색상_L*,32.625,1
2309,색상_L*,30.03,1
2310,색상_L*,23.685,1
2311,색상_L*,19.73,1
2312,색상_L*,75.38,1
2313,색상_L*,75.14,1
2314,색상_L*,76.475,1
2315,색상_L*,76.46,1
2316,색상_L*,19.255,1
2317,색상_L*,18.42,1
2318,색상_L*,18.51,1
2319,색상_L*,19.045,1
2320,색상_L*,63.98,1
2321,색상_L*,28.25,1
2322,색상_L*,22.2,1
2323,색상_L*,16.78,1
2324,색상_L*,74.225,1
2325,색상_L*,74.3,1
2326,색상_L*,74.41,1
2327,색상_L*,75.265,1
2328,색상_L*,74.415,1
2329,색상_L*,74.395,1
2330,색상_L*,68.985,1
2331,색상_L*,27.075,1
2332,색상_L*,21.8,1
2333,색상_L*,18.4,1
2334,색상_L*,76.7,1
2335,색상_L*,19.795,1
2336,색상_L*,19.84,1
2337,색상_L*,38.535,1
2338,색상_L*,44.915,1
2339,색상_L*,77.82,1
2340,색상_L*,77.79,1
2341,색상_L*,72.04,1
2342,색상_L*,72.2,1
2343,색상_L*,77.16,1
2344,색상_L*,53.765,1
2345,색상_L*,44.515,1
2346,색상_L*,52.13,1
2347,색상_L*,38.83,1
2348,색상_L*,34.715,1
2349,색상_L*,20.585,1
2350,색상_L*,45.745,1
2351,색상_L*,39.245,1
2352,색상_L*,29.495,1
2353,색상_L*,35.355,1
2354,색상_L*,25.93,1
2355,색상_L*,42.315,1
2356,색상_L*,32.35,1
2357,색상_L*,40.09,1
2358,색상_L*,21.25,1
2359,색상_L*,26.86,1
2360,색상_L*,31.295,1
2361,색상_L*,34.835,1
2362,색상_L*,37.155,1
2363,색상_L*,19.645,1
2364,색상_L*,75.615,1
2365,색상_L*,31.695,1
2366,색상_L*,19.375,1
2367,색상_L*,19.37,1
2368,색상_L*,19.465,1
2369,색상_L*,19.405,1
2370,색상_L*,19.915,1
2371,색상_L*,19.325,1
2372,색상_L*,19.43,1
2373,색상_L*,19.295,1
2374,색상_L*,19.725,1
2375,색상_L*,19.94,1
2376,색상_L*,77.87,1
2377,색상_L*,72.345,1
2378,색상_L*,57.05,1
2379,색상_L*,48.67,1
2380,색상_L*,43.56,1
2381,색상_L*,39.855,1
2382,색상_L*,74.51,1
2383,색상_L*,82.31,1
2384,색상_L*,73.0,1
2385,색상_L*,48.835,1
2386,색상_L*,53.26,1
2387,색상_L*,31.835,1
2388,색상_L*,50.86,1
2389,색상_L*,50.665,1
2390,색상_L*,50.66,1
2391,색상_L*,50.96,1
2392,색상_L*,50.755,1
2393,색상_L*,79.175,1
2394,색상_L*,50.625,1
2395,색상_L*,43.35,1
2396,색상_L*,42.235,1
2397,색상_L*,40.355,1
2398,색상_L*,40.34,1
2399,색상_L*,50.655,1
2400,색상_L*,39.8,1
2401,색상_L*,50.795,1
2402,색상_L*,48.735,1
2403,색상_L*,25.945,1
2404,색상_L*,46.965,1
2405,색상_L*,21.65,1
2406,색상_L*,25.335,1
2407,색상_L*,34.93,1
2408,색상_L*,28.97,1
2409,색상_L*,56.955,1
2410,색상_L*,79.685,1
2411,색상_L*,80.65,1
2412,색상_L*,79.95,1
2413,색상_L*,79.805,1
2414,색상_L*,79.44,1
2415,색상_L*,54.45,1
2416,색상_L*,78.785,1
2417,색상_L*,78.78,1
2418,색상_L*,78.88,1
2419,색상_L*,78.5,1
2420,색상_L*,79.735,1
2421,색상_L*,79.74,1
2422,색상_L*,73.985,1
2423,색상_L*,53.625,1
2424,색상_L*,44.245,1
2425,색상_L*,62.955,1
2426,색상_L*,38.02,1
2427,색상_L*,45.04,1
2428,색상_L*,31.115,1
2429,색상_L*,42.14,1
2430,색상_L*,42.885,1
2431,색상_L*,75.965,1
2432,색상_L*,88.605,1
2433,색상_L*,89.52,1
2434,색상_L*,89.435,1
2435,색상_L*,89.405,1
2436,색상_L*,89.415,1
2437,색상_L*,88.31,1
2438,색상_L*,89.54,1
2439,색상_L*,89.27,1
2440,색상_L*,75.675,1
2441,색상_L*,88.97,1
2442,색상_L*,77.125,1
2443,색상_L*,42.46,1
2444,색상_L*,86.37,1
2445,색상_L*,57.33,1
2446,색상_L*,56.505,1
2447,색상_L*,65.16,1
2448,색상_L*,62.575,1
2449,색상_L*,49.435,1
2450,색상_L*,69.14,1
2451,색상_L*,48.225,1
2452,색상_L*,59.54,1
2453,색상_L*,78.48,1
2454,색상_L*,88.85,1
2455,색상_L*,89.155,1
2456,색상_L*,88.935,1
2457,색상_L*,50.17,1
2458,색상_L*,47.06,1
2459,색상_L*,45.5,1
2460,색상_L*,44.29,1
2461,색상_L*,42.645,1
2462,색상_L*,43.03,1
2463,색상_L*,42.035,1
2464,색상_L*,41.74,1
2465,색상_L*,41.075,1
2466,색상_L*,42.845,1
2467,색상_L*,77.605,1
2468,색상_L*,80.705,1
2469,색상_L*,81.055,1
2470,색상_L*,73.57,1
2471,색상_L*,82.85,1
2472,색상_L*,72.475,1
2473,색상_L*,88.39,1
2474,색상_L*,88.6,1
2475,색상_L*,89.17,1
2476,색상_L*,75.995,1
2477,색상_L*,25.445,1
2478,색상_L*,79.445,1
2479,색상_L*,26.51,1
2480,색상_L*,54.975,1
2481,색상_L*,31.78,1
2482,색상_L*,42.975,1
2483,색상_L*,35.725,1
2484,색상_L*,28.865,1
2485,색상_L*,82.355,1
2486,색상_L*,49.47,1
2487,색상_L*,33.175,1
2488,색상_L*,51.59,1
2489,색상_L*,45.47,1
2490,색상_L*,21.03,1
2491,색상_L*,29.24,1
2492,색상_L*,48.8,1
2493,색상_L*,23.345,1
2494,색상_L*,37.91,1
2495,색상_L*,80.51,1
2496,색상_L*,42.58,1
2497,색상_L*,47.17,1
2498,색상_L*,39.925,1
2499,색상_L*,25.435,1
2500,색상_L*,38.41,1
2501,색상_L*,54.385,1
2502,색상_L*,45.67,1
2503,색상_L*,35.53,1
2504,색상_L*,68.465,1
2505,색상_L*,69.52,1
2506,색상_L*,90.2,1
2507,색상_L*,89.97,1
2508,색상_L*,89.935,1
2509,색상_L*,89.83,1
2510,색상_L*,90.07,1
2511,색상_L*,89.835,1
2512,색상_L*,89.89,1
2513,색상_L*,77.42,1
2514,색상_L*,88.63,1
2515,색상_L*,56.5,1
2516,색상_L*,50.01,1
2517,색상_L*,55.48,1
2518,색상_L*,62.92,1
2519,색상_L*,47.44,1
2520,색상_L*,48.86,1
2521,색상_L*,84.775,1
2522,색상_L*,42.355,1
2523,색상_L*,45.16,1
2524,색상_L*,41.07,1
2525,색상_L*,24.91,1
2526,색상_L*,33.485,1
2527,색상_L*,37.87,1
2528,색상_L*,37.92,1
2529,색상_L*,38.105,1
2530,색상_L*,38.435,1
2531,색상_L*,38.545,1
2532,색상_L*,38.34,1
2533,색상_L*,38.66,1
2534,색상_L*,38.03,1
2535,색상_L*,38.12,1
2536,색상_L*,25.44,1
2537,색상_L*,77.95,1
2538,색상_L*,25.37,1
2539,색상_L*,25.45,1
2540,색상_L*,25.505,1
2541,색상_L*,37.775,1
2542,색상_L*,24.86,1
2543,색상_L*,24.715,1
2544,색상_L*,25.68,1
2545,색상_L*,24.84,1
2546,색상_L*,24.875,1
2547,색상_L*,38.375,1
2548,색상_L*,38.225,1
2549,색상_L*,38.48,1
2550,색상_L*,38.495,1
2551,색상_L*,35.675,1
2552,색상_L*,42.825,1
2553,색상_L*,75.475,1
2554,색상_L*,41.85,1
2555,색상_L*,77.035,1
2556,색상_L*,77.57,1
2557,색상_L*,77.11,1
2558,색상_L*,77.43,1
2559,색상_L*,77.025,1
2560,색상_L*,77.91,1
2561,색상_L*,77.935,1
2562,색상_L*,77.92,1
2563,색상_L*,77.55,1
2564,색상_L*,78.05,1
2565,색상_L*,77.28,1
2566,색상_L*,77.085,1
2567,색상_L*,71.68,1
2568,색상_L*,47.355,1
2569,색상_L*,42.22,1
2570,색상_L*,18.655,1
2571,색상_L*,18.83,1
2572,색상_L*,41.925,1
2573,색상_L*,31.0,1
2574,색상_L*,20.15,1
2575,색상_L*,19.68,1
2576,색상_L*,19.25,1
2577,색상_L*,70.29,1
2578,색상_L*,53.5,1
2579,색상_L*,44.69,1
2580,색상_L*,39.28,1
2581,색상_L*,36.49,1
2582,색상_L*,33.19,1
2583,색상_L*,76.11,1
2584,색상_L*,20.3,1
2585,색상_L*,69.49,1
2586,색상_L*,78.33,1
2587,색상_L*,69.68,1
2588,색상_L*,73.86,1
2589,색상_L*,49.8,1
2590,색상_L*,50.79,1
2591,색상_L*,60.51,1
2592,색상_L*,35.11,1
2593,색상_L*,41.43,1
2594,색상_L*,20.82,1
2595,색상_L*,22.47,1
2596,색상_L*,30.88,1
2597,색상_L*,19.66,1
2598,색상_L*,17.34,1
2599,색상_L*,17.46,1
2600,색상_L*,36.21,1
2601,색상_L*,37.66,1
2602,색상_L*,37.2,1
2603,색상_L*,28.03,1
2604,색상_L*,23.32,1
2605,색상_L*,20.74,1
2606,색상_L*,19.74,1
2607,색상_L*,18.9,1
2608,색상_L*,22.19,1
2609,색상_L*,18.1,1
2610,색상_L*,18.86,1
2611,색상_L*,39.47,1
2612,색상_L*,39.57,1
2613,색상_L*,29.93,1
2614,색상_L*,25.5,1
2615,색상_L*,25.11,1
2616,색상_L*,25.21,1
2617,색상_L*,21.96,1
2618,색상_L*,35.64,1
2619,색상_L*,50.62,1
2620,색상_L*,46.41,1
2621,색상_L*,29.14,1
2622,색상_L*,58.04,1
2623,색상_L*,44.11,1
2624,색상_L*,75.65,1
2625,색상_L*,73.64,1
2626,색상_L*,74.94,1
2627,색상_L*,68.13,1
2628,색상_L*,40.5,1
2629,색상_L*,35.02,1
2630,색상_L*,32.13,1
2631,색상_L*,27.59,1
2632,색상_L*,79.5,1
2633,색상_L*,70.67,1
2634,색상_L*,69.29,1
2635,색상_L*,63.26,1
2636,색상_L*,71.44,1
2637,색상_L*,61.92,1
2638,색상_L*,64.83,1
2639,색상_L*,42.41,1
2640,색상_L*,41.44,1
2641,색상_L*,32.36,1
2642,색상_L*,47.82,1
2643,색상_L*,35.66,1
2644,색상_L*,61.79,1
2645,색상_L*,37.96,1
2646,색상_L*,78.13,1
2647,색상_L*,82.15,1
2648,색상_L*,73.43,1
2649,색상_L*,83.22,1
2650,색상_L*,75.9,1
2651,색상_L*,88.72,1
2652,색상_L*,79.54,1
2653,색상_L*,87.58,1
2654,색상_L*,53.48,1
2655,색상_L*,63.07,1
2656,색상_L*,61.7,1
2657,색상_L*,46.94,1
2658,색상_L*,67.87,1
2659,색상_L*,44.8,1
2660,색상_L*,57.41,1
2661,색상_L*,81.82,1
2662,색상_L*,41.47,1
2663,색상_L*,39.15,1
2664,색상_L*,53.6,1
2665,색상_L*,17.81,1
2666,색상_L*,19.72,1
2667,색상_L*,17.94,1
2668,색상_L*,61.8,1
2669,색상_L*,49.38,1
2670,색상_L*,49.1,1
2671,색상_L*,50.4,1
2672,색상_L*,50.76,1
2673,색상_L*,71.61,1
2674,색상_L*,71.2,1
2675,색상_L*,71.82,1
2676,색상_L*,66.19,1
2677,색상_L*,66.03,1
2678,색상_L*,61.9,1
2679,색상_L*,28.85,1
2680,색상_L*,62.28,1
2681,색상_L*,58.86,1
2682,색상_L*,56.53,1
2683,색상_L*,57.11,1
2684,색상_L*,56.93,1
2685,색상_L*,55.2,1
2686,색상_L*,55.34,1
2687,색상_L*,38.13,1
2688,색상_L*,38.08,1
2689,색상_L*,48.19,1
2690,색상_L*,52.1,1
2691,색상_L*,51.02,1
2692,색상_L*,50.85,1
2693,색상_L*,48.93,1
2694,색상_L*,49.58,1
2695,색상_L*,50.1,1
2696,색상_L*,49.25,1
2697,색상_L*,49.93,1
2698,색상_L*,51.48,1
2699,색상_L*,51.19,1
2700,색상_L*,50.26,1
2701,색상_L*,50.03,1
2702,색상_L*,49.94,1
2703,색상_L*,51.38,1
2704,색상_L*,51.99,1
2705,색상_L*,51.84,1
2706,색상_L*,50.98,1
2707,색상_L*,50.58,1
2708,색상_L*,50.25,1
2709,색상_L*,50.74,1
2710,색상_L*,49.01,1
2711,색상_L*,50.05,1
2712,색상_L*,38.91,1
2713,색상_L*,28.2,1
2714,색상_L*,19.83,1
2715,색상_L*,22.17,1
2716,색상_L*,37.71,1
2717,색상_L*,28.83,1
2718,색상_L*,29.02,1
2719,색상_L*,29.58,1
2720,색상_L*,24.33,1
2721,색상_L*,24.25,1
2722,색상_L*,24.32,1
2723,색상_L*,21.15,1
2724,색상_L*,21.59,1
2725,색상_L*,20.45,1
2726,색상_L*,28.64,1
2727,색상_L*,21.47,1
2728,색상_L*,19.4,1
2729,색상_L*,18.93,1
2730,색상_L*,18.52,1
2731,색상_L*,31.45,1
2732,색상_L*,22.72,1
2733,색상_L*,22.83,1
2734,색상_L*,22.75,1
2735,색상_L*,20.22,1
2736,색상_L*,38.17,1
2737,색상_L*,22.63,1
2738,색상_L*,22.92,1
2739,색상_L*,23.69,1
2740,색상_L*,24.26,1
2741,색상_L*,24.22,1
2742,색상_L*,24.39,1
2743,색상_L*,21.28,1
2744,색상_L*,19.92,1
2745,색상_L*,19.7,1
2746,색상_L*,19.6,1
2747,색상_L*,18.75,1
2748,색상_L*,18.22,1
2749,색상_L*,18.32,1
2750,색상_L*,46.13,1
2751,색상_L*,44.82,1
2752,색상_L*,45.68,1
2753,색상_L*,36.79,1
2754,색상_L*,35.43,1
2755,색상_L*,35.7,1
2756,색상_L*,30.59,1
2757,색상_L*,25.06,1
2758,색상_L*,22.45,1
2759,색상_L*,49.11,1
2760,색상_L*,27.14,1
2761,색상_L*,31.84,1
2762,색상_L*,57.795,1
2763,색상_L*,54.625,1
2764,색상_L*,53.77,1
2765,색상_L*,53.99,1
2766,색상_L*,76.065,1
2767,색상_L*,52.815,1
2768,색상_L*,64.545,1
2769,색상_L*,59.905,1
2770,색상_L*,61.06,1
2771,색상_L*,60.02,1
2772,색상_L*,56.62,1
2773,색상_L*,85.98,1
2774,색상_L*,53.15,1
2775,색상_L*,54.045,1
2776,색상_L*,53.63,1
2777,색상_L*,86.25,1
2778,색상_L*,86.015,1
2779,색상_L*,86.105,1
2780,색상_L*,86.095,1
2781,색상_L*,86.09,1
2782,색상_L*,86.5,1
2783,색상_L*,53.88,1
2784,색상_L*,55.19,1
2785,색상_L*,56.43,1
2786,색상_L*,58.77,1
2787,색상_L*,76.175,1
2788,색상_L*,76.225,1
2789,색상_L*,75.845,1
2790,색상_L*,65.345,1
2791,색상_L*,76.835,1
2792,색상_L*,76.88,1
2793,색상_L*,77.045,1
2794,색상_L*,76.98,1
2795,색상_L*,65.0,1
2796,색상_L*,76.235,1
2797,색상_L*,69.785,1
2798,색상_L*,54.76,1
2799,색상_L*,54.56,1
2800,색상_L*,54.73,1
2801,색상_L*,54.835,1
2802,색상_L*,55.175,1
2803,색상_L*,64.4,1
2804,색상_L*,56.195,1
2805,색상_L*,56.065,1
2806,색상_L*,86.04,1
2807,색상_L*,55.22,1
2808,색상_L*,76.27,1
2809,색상_L*,74.645,1
2810,색상_L*,75.165,1
2811,색상_L*,75.37,1
2812,색상_L*,74.795,1
2813,색상_L*,69.46,1
2814,색상_L*,50.945,1
2815,색상_L*,35.565,1
2816,색상_L*,31.195,1
2817,색상_L*,31.33,1
2818,색상_L*,31.455,1
2819,색상_L*,31.805,1
2820,색상_L*,69.645,1
2821,색상_L*,31.43,1
2822,색상_L*,31.535,1
2823,색상_L*,31.395,1
2824,색상_L*,31.22,1
2825,색상_L*,31.14,1
2826,색상_L*,23.135,1
2827,색상_L*,19.0,1
2828,색상_L*,19.055,1
2829,색상_L*,74.835,1
2830,색상_L*,75.625,1
2831,색상_L*,75.205,1
2832,색상_L*,75.255,1
2833,색상_L*,32.155,1
2834,색상_L*,51.175,1
2835,색상_L*,35.91,1
2836,색상_L*,28.715,1
2837,색상_L*,23.485,1
2838,색상_L*,78.675,1
2839,색상_L*,78.405,1
2840,색상_L*,78.795,1
2841,색상_L*,78.805,1
2842,색상_L*,79.705,1
2843,색상_L*,74.38,1
2844,색상_L*,57.825,1
2845,색상_L*,36.26,1
2846,색상_L*,30.14,1
2847,색상_L*,24.665,1
2848,색상_L*,74.84,1
2849,색상_L*,75.225,1
2850,색상_L*,74.91,1
2851,색상_L*,75.18,1
2852,색상_L*,75.035,1
2853,색상_L*,76.07,1
2854,색상_L*,76.285,1
2855,색상_L*,43.19,1
2856,색상_L*,46.33,1
2857,색상_L*,42.6,1
2858,색상_L*,49.87,1
2859,색상_L*,33.45,1
2860,색상_L*,52.68,1
2861,색상_L*,27.99,1
2862,색상_L*,40.7,1
2863,색상_L*,80.3,1
2864,색상_L*,44.2,1
2865,색상_L*,40.63,1
2866,색상_L*,76.64,1
2867,색상_L*,50.19,1
2868,색상_L*,76.82,1
2869,색상_L*,52.84,1
2870,색상_L*,43.62,1
2871,색상_L*,35.01,1
2872,색상_L*,32.39,1
2873,색상_L*,29.74,1
2874,색상_L*,75.86,1
2875,색상_L*,78.565,1
2876,색상_L*,69.8,1
2877,색상_L*,31.06,1
2878,색상_L*,37.32,1
2879,색상_L*,46.45,1
2880,색상_L*,36.82,1
2881,색상_L*,27.23,1
2882,색상_L*,25.01,1
2883,색상_L*,35.96,1
2884,색상_L*,35.14,1
2885,색상_L*,71.24,1
2886,색상_L*,74.32,1
2887,색상_L*,80.76,1
2888,색상_L*,71.12,1
2889,색상_L*,78.51,1
2890,색상_L*,66.76,1
2891,색상_L*,68.21,1
2892,색상_L*,90.24,1
2893,색상_L*,73.83,1
2894,색상_L*,88.94,1
2895,색상_L*,52.63,1
2896,색상_L*,45.89,1
2897,색상_L*,52.91,1
2898,색상_L*,42.73,1
2899,색상_L*,58.88,1
2900,색상_L*,74.315,1
2901,색상_L*,50.52,1
2902,색상_L*,55.61,1
2903,색상_L*,57.57,1
2904,색상_L*,43.86,1
2905,색상_L*,56.65,1
2906,색상_L*,39.58,1
2907,색상_L*,38.5,1
2908,색상_L*,53.18,1
2909,색상_L*,35.85,1
2910,색상_L*,60.77,1
2911,색상_L*,34.11,1
2912,색상_L*,50.75,1
2913,색상_L*,41.88,1
2914,색상_L*,39.79,1
2915,색상_L*,55.36,1
2916,색상_L*,74.1,1
2917,색상_L*,72.64,1
2918,색상_L*,70.905,1
2919,색상_L*,70.39,1
2920,색상_L*,57.06,1
2921,색상_L*,57.12,1
2922,색상_L*,55.725,1
2923,색상_L*,57.095,1
2924,색상_L*,67.85,1
2925,색상_L*,45.21,1
2926,색상_L*,60.39,1
2927,색상_L*,63.15,1
2928,색상_L*,34.24,1
2929,색상_L*,40.95,1
2930,색상_L*,30.6,1
2931,색상_L*,54.265,1
2932,색상_L*,35.04,1
2933,색상_L*,50.685,1
2934,색상_L*,46.305,1
2935,색상_L*,44.91,1
2936,색상_L*,78.59,1
2937,색상_L*,80.89,1
2938,색상_L*,81.83,1
2939,색상_L*,83.44,1
2940,색상_L*,71.74,1
2941,색상_L*,76.02,1
2942,색상_L*,88.79,1
2943,색상_L*,76.65,1
2944,색상_L*,79.4,1
2945,색상_L*,54.55,1
2946,색상_L*,53.65,1
2947,색상_L*,43.505,1
2948,색상_L*,55.535,1
2949,색상_L*,45.91,1
2950,색상_L*,28.525,1
2951,색상_L*,34.12,1
2952,색상_L*,34.055,1
2953,색상_L*,34.195,1
2954,색상_L*,56.5075,1
2955,색상_L*,56.515,1
2956,색상_L*,56.095,1
2957,색상_L*,56.285,1
2958,색상_L*,29.8715,1
2959,색상_L*,28.663,1
2960,색상_L*,29.0775,1
2961,색상_L*,33.92,1
2962,색상_L*,28.84,1
2963,색상_L*,28.985,1
2964,색상_L*,29.085,1
2965,색상_L*,29.005,1
2966,색상_L*,34.72,1
2967,색상_L*,34.785,1
2968,색상_L*,34.62,1
2969,색상_L*,34.925,1
2970,색상_L*,34.69,1
2971,색상_L*,34.1,1
2972,색상_L*,33.855,1
2973,색상_L*,35.305,1
2974,색상_L*,53.7115,1
2975,색상_L*,71.1855,1
2976,색상_L*,70.8765,1
2977,색상_L*,70.969,1
2978,색상_L*,71.43,1
2979,색상_L*,71.18,1
2980,색상_L*,53.6155,1
2981,색상_L*,53.299,1
2982,색상_L*,53.2715,1
2983,색상_L*,53.888,1
2984,색상_L*,44.658,1
2985,색상_L*,33.96,1
2986,색상_L*,43.909,1
2987,색상_L*,43.985,1
2988,색상_L*,44.6555,1
2989,색상_L*,33.985,1
2990,색상_L*,34.155,1
2991,색상_L*,34.185,1
2992,색상_L*,33.945,1
2993,색상_L*,34.075,1
2994,색상_L*,43.875,1
2995,색상_L*,44.28666667,1
2996,색상_L*,34.315,1
2997,색상_L*,34.325,1
2998,색상_L*,30.7765,1
2999,색상_L*,20.68,1
3000,색상_L*,20.71,1
3001,색상_L*,21.26875,1
3002,색상_L*,43.56333333,1
3003,색상_L*,21.08,1
3004,색상_L*,20.815,1
3005,색상_L*,21.19,1
3006,색상_L*,21.17,1
3007,색상_L*,26.075,1
3008,색상_L*,25.844,1
3009,색상_L*,34.45,1
3010,색상_L*,25.698,1
3011,색상_L*,25.88,1
3012,색상_L*,25.895,1
3013,색상_L*,26.595,1
3014,색상_L*,26.09,1
3015,색상_L*,44.44,1
3016,색상_L*,44.39,1
3017,색상_L*,44.225,1
3018,색상_L*,21.83,1
3019,색상_L*,20.735,1
3020,색상_L*,21.01,1
3021,색상_L*,20.925,1
3022,색상_L*,20.95,1
3023,색상_L*,34.71,1
3024,색상_L*,34.725,1
3025,색상_L*,27.893,1
3026,색상_L*,25.125,1
3027,색상_L*,24.9915,1
3028,색상_L*,25.09,1
3029,색상_L*,25.17,1
3030,색상_L*,25.2775,1
3031,색상_L*,25.04,1
3032,색상_L*,50.42,1
3033,색상_L*,50.29,1
3034,색상_L*,50.61,1
3035,색상_L*,50.13,1
3036,색상_L*,29.4615,1
3037,색상_L*,29.83375,1
3038,색상_L*,29.53,1
3039,색상_L*,29.55,1
3040,색상_L*,21.02,1
3041,색상_L*,20.885,1
3042,색상_L*,75.75,1
3043,색상_L*,76.595,1
3044,색상_L*,76.625,1
3045,색상_L*,79.42,1
3046,색상_L*,81.935,1
3047,색상_L*,78.97,1
3048,색상_L*,79.25,1
3049,색상_L*,79.125,1
