,Column,Value,Count
5100,색상_a*,34.249,1
5101,색상_a*,34.413,1
5102,색상_a*,8.4915,1
5103,색상_a*,5.88125,1
5104,색상_a*,8.314,1
5105,색상_a*,8.448,1
5106,색상_a*,8.494,1
5107,색상_a*,8.583,1
5108,색상_a*,8.6465,1
5109,색상_a*,8.684,1
5110,색상_a*,52.1265,1
5111,색상_a*,-16.3565,1
5112,색상_a*,-16.423,1
5113,색상_a*,-16.5415,1
5114,색상_a*,-14.2105,1
5115,색상_a*,44.979,1
5116,색상_a*,44.7755,1
5117,색상_a*,44.4565,1
5118,색상_a*,44.419,1
5119,색상_a*,44.2665,1
5120,색상_a*,44.1065,1
5121,색상_a*,44.5965,1
5122,색상_a*,-13.7515,1
5123,색상_a*,-14.0605,1
5124,색상_a*,-16.5355,1
5125,색상_a*,-13.8765,1
5126,색상_a*,-13.9615,1
5127,색상_a*,-13.695,1
5128,색상_a*,-13.6465,1
5129,색상_a*,-13.459,1
5130,색상_a*,-16.3015,1
5131,색상_a*,-16.265,1
5132,색상_a*,-16.664,1
5133,색상_a*,-17.1465,1
5134,색상_a*,-16.9125,1
5135,색상_a*,7.538625,1
5136,색상_a*,56.855,1
5137,색상_a*,19.7515,1
5138,색상_a*,19.709,1
5139,색상_a*,19.7265,1
5140,색상_a*,19.155,1
5141,색상_a*,16.384,1
5142,색상_a*,21.743,1
5143,색상_a*,22.349,1
5144,색상_a*,22.6005,1
5145,색상_a*,22.938,1
5146,색상_a*,22.7315,1
5147,색상_a*,22.775,1
5148,색상_a*,23.013,1
5149,색상_a*,-18.349,1
5150,색상_a*,-16.834,1
5151,색상_a*,-16.9365,1
5152,색상_a*,-16.819,1
5153,색상_a*,-16.7705,1
5154,색상_a*,-16.7475,1
5155,색상_a*,-16.6955,1
5156,색상_a*,20.0305,1
5157,색상_a*,20.118,1
5158,색상_a*,19.76,1
5159,색상_a*,55.0355,1
5160,색상_a*,-17.3815,1
5161,색상_a*,-17.379,1
5162,색상_a*,-17.295,1
5163,색상_a*,-17.3005,1
5164,색상_a*,-17.2505,1
5165,색상_a*,-17.274,1
5166,색상_a*,-17.29,1
5167,색상_a*,55.61,1
5168,색상_a*,55.329,1
5169,색상_a*,19.574,1
5170,색상_a*,55.233,1
5171,색상_a*,54.8815,1
5172,색상_a*,54.734,1
5173,색상_a*,54.475,1
5174,색상_a*,54.4215,1
5175,색상_a*,54.33,1
5176,색상_a*,54.723,1
5177,색상_a*,11.6175,1
5178,색상_a*,-16.72,1
5179,색상_a*,57.609,1
5180,색상_a*,59.788,1
5181,색상_a*,57.739,1
5182,색상_a*,-6.7105,1
5183,색상_a*,-6.97,1
5184,색상_a*,-6.999,1
5185,색상_a*,-6.9755,1
5186,색상_a*,-7.0325,1
5187,색상_a*,2.913625,1
5188,색상_a*,2.784,1
5189,색상_a*,2.71275,1
5190,색상_a*,2.644,1
5191,색상_a*,11.947125,1
5192,색상_a*,11.818,1
5193,색상_a*,11.786,1
5194,색상_a*,11.75225,1
5195,색상_a*,11.683,1
5196,색상_a*,28.179,1
5197,색상_a*,28.3705,1
5198,색상_a*,28.23775,1
5199,색상_a*,28.0975,1
5200,색상_a*,28.3205,1
5201,색상_a*,-6.7465,1
5202,색상_a*,-6.603,1
5203,색상_a*,-7.4575,1
5204,색상_a*,24.8765,1
5205,색상_a*,57.5205,1
5206,색상_a*,57.2565,1
5207,색상_a*,57.1565,1
5208,색상_a*,56.969,1
5209,색상_a*,56.8965,1
5210,색상_a*,56.834,1
5211,색상_a*,57.38,1
5212,색상_a*,17.94,1
5213,색상_a*,24.5805,1
5214,색상_a*,-7.33575,1
5215,색상_a*,25.894,1
5216,색상_a*,25.7575,1
5217,색상_a*,25.943,1
5218,색상_a*,26.0265,1
5219,색상_a*,25.5755,1
5220,색상_a*,25.439,1
5221,색상_a*,-7.256375,1
5222,색상_a*,-7.1615,1
5223,색상_a*,-17.3175,1
5224,색상_a*,59.524,1
5225,색상_a*,-16.8725,1
5226,색상_a*,16.1465,1
5227,색상_a*,8.3275,1
5228,색상_a*,8.3415,1
5229,색상_a*,8.339,1
5230,색상_a*,8.404,1
5231,색상_a*,8.645,1
5232,색상_a*,58.064,1
5233,색상_a*,60.0055,1
5234,색상_a*,60.0765,1
5235,색상_a*,59.919,1
5236,색상_a*,59.694,1
5237,색상_a*,59.639,1
5238,색상_a*,59.42,1
5239,색상_a*,59.299,1
5240,색상_a*,59.7965,1
5241,색상_a*,10.6265,1
5242,색상_a*,16.1355,1
5243,색상_a*,16.714,1
5244,색상_a*,16.805,1
5245,색상_a*,16.4365,1
5246,색상_a*,8.2515,1
5247,색상_a*,8.1725,1
5248,색상_a*,8.4965,1
5249,색상_a*,-17.264,1
5250,색상_a*,-16.8015,1
5251,색상_a*,-16.718,1
5252,색상_a*,-17.1555,1
5253,색상_a*,-17.384,1
5254,색상_a*,-17.333,1
5255,색상_a*,-17.323,1
5256,색상_a*,-17.3755,1
5257,색상_a*,-17.2815,1
5258,색상_a*,-17.304,1
5259,색상_a*,49.0505,1
5260,색상_a*,49.9405,1
5261,색상_a*,49.369,1
5262,색상_a*,49.153,1
5263,색상_a*,48.71,1
5264,색상_a*,48.5705,1
5265,색상_a*,48.365,1
5266,색상_a*,48.2255,1
5267,색상_a*,48.0705,1
5268,색상_a*,16.4965,1
5269,색상_a*,16.1715,1
5270,색상_a*,59.629,1
5271,색상_a*,16.0605,1
5272,색상_a*,52.784,1
5273,색상_a*,52.5125,1
5274,색상_a*,52.454,1
5275,색상_a*,52.1755,1
5276,색상_a*,5.5215,1
5277,색상_a*,7.3115,1
5278,색상_a*,6.99,1
5279,색상_a*,7.044,1
5280,색상_a*,7.11,1
5281,색상_a*,7.1855,1
5282,색상_a*,7.0855,1
5283,색상_a*,7.1365,1
5284,색상_a*,6.754,1
5285,색상_a*,57.025,1
5286,색상_a*,59.724,1
5287,색상_a*,59.8815,1
5288,색상_a*,59.759,1
5289,색상_a*,59.6455,1
5290,색상_a*,59.599,1
5291,색상_a*,52.884,1
5292,색상_a*,53.2475,1
5293,색상_a*,53.364,1
5294,색상_a*,-17.238,1
5295,색상_a*,15.503,1
5296,색상_a*,-17.4765,1
5297,색상_a*,-17.468,1
5298,색상_a*,-17.4125,1
5299,색상_a*,-17.409,1
5300,색상_a*,-17.358,1
5301,색상_a*,-17.2425,1
5302,색상_a*,-17.224,1
5303,색상_a*,-16.2415,1
5304,색상_a*,-15.324,1
5305,색상_a*,-15.3815,1
5306,색상_a*,-14.9815,1
5307,색상_a*,-15.1515,1
5308,색상_a*,-15.2475,1
5309,색상_a*,-15.239,1
5310,색상_a*,-15.2365,1
5311,색상_a*,-15.2205,1
5312,색상_a*,-15.2815,1
5313,색상_a*,5.39,1
5314,색상_a*,56.965,1
5315,색상_a*,5.395,1
5316,색상_a*,54.52,1
5317,색상_a*,35.3,1
5318,색상_a*,-0.975,1
5319,색상_a*,-0.755,1
5320,색상_a*,-10.96,1
5321,색상_a*,-15.29,1
5322,색상_a*,15.775,1
5323,색상_a*,50.025,1
5324,색상_a*,-16.985,1
5325,색상_a*,4.685,1
5326,색상_a*,56.41,1
5327,색상_a*,-17.7,1
5328,색상_a*,16.205,1
5329,색상_a*,55.7,1
5330,색상_a*,-17.915,1
5331,색상_a*,47.645,1
5332,색상_a*,15.78,1
5333,색상_a*,56.11,1
5334,색상_a*,-17.895,1
5335,색상_a*,11.935,1
5336,색상_a*,19.955,1
5337,색상_a*,-11.315,1
5338,색상_a*,-8.545,1
5339,색상_a*,12.195,1
5340,색상_a*,26.36,1
5341,색상_a*,11.23,1
5342,색상_a*,24.685,1
5343,색상_a*,9.62,1
5344,색상_a*,58.135,1
5345,색상_a*,22.83,1
5346,색상_a*,57.535,1
5347,색상_a*,20.705,1
5348,색상_a*,56.465,1
5349,색상_a*,17.015,1
5350,색상_a*,55.985,1
5351,색상_a*,55.705,1
5352,색상_a*,12.635,1
5353,색상_a*,-9.575,1
5354,색상_a*,9.855,1
5355,색상_a*,28.175,1
5356,색상_a*,15.33,1
5357,색상_a*,9.04,1
5358,색상_a*,27.875,1
5359,색상_a*,-8.03,1
5360,색상_a*,18.765,1
5361,색상_a*,-17.89,1
5362,색상_a*,54.16,1
5363,색상_a*,-7.965,1
5364,색상_a*,-8.155,1
5365,색상_a*,-7.94,1
5366,색상_a*,-8.105,1
5367,색상_a*,-8.055,1
5368,색상_a*,-7.37,1
5369,색상_a*,-18.185,1
5370,색상_a*,-7.325,1
5371,색상_a*,-7.8,1
5372,색상_a*,-7.27,1
5373,색상_a*,-7.705,1
5374,색상_a*,-7.82,1
5375,색상_a*,-7.895,1
5376,색상_a*,-9.37,1
5377,색상_a*,-8.795,1
5378,색상_a*,54.74,1
5379,색상_a*,-18.87,1
5380,색상_a*,17.06,1
5381,색상_a*,54.28,1
5382,색상_a*,-17.595,1
5383,색상_a*,50.31,1
5384,색상_a*,14.465,1
5385,색상_a*,56.04,1
5386,색상_a*,-18.665,1
5387,색상_a*,-16.51,1
5388,색상_a*,52.135,1
5389,색상_a*,12.39,1
5390,색상_a*,55.21,1
5391,색상_a*,12.37,1
5392,색상_a*,-19.005,1
5393,색상_a*,53.48,1
5394,색상_a*,14.915,1
5395,색상_a*,-19.1,1
5396,색상_a*,-14.6,1
5397,색상_a*,54.225,1
5398,색상_a*,7.465,1
5399,색상_a*,12.775,1
5400,색상_a*,13.32,1
5401,색상_a*,-7.975,1
5402,색상_a*,9.08,1
5403,색상_a*,7.65,1
5404,색상_a*,44.335,1
5405,색상_a*,-13.42,1
5406,색상_a*,34.46,1
5407,색상_a*,8.57,1
5408,색상_a*,51.43,1
5409,색상_a*,7.295,1
5410,색상_a*,-17.315,1
5411,색상_a*,-15.28,1
5412,색상_a*,-17.505,1
5413,색상_a*,42.235,1
5414,색상_a*,-17.98,1
5415,색상_a*,11.51,1
5416,색상_a*,-16.18,1
5417,색상_a*,-17.9,1
5418,색상_a*,46.16,1
5419,색상_a*,9.295,1
5420,색상_a*,55.245,1
5421,색상_a*,-14.485,1
5422,색상_a*,1.64,1
5423,색상_a*,-8.7,1
5424,색상_a*,26.985,1
5425,색상_a*,22.34,1
5426,색상_a*,23.135,1
5427,색상_a*,23.185,1
5428,색상_a*,8.875,1
5429,색상_a*,58.12,1
5430,색상_a*,57.66,1
5431,색상_a*,18.39,1
5432,색상_a*,56.74,1
5433,색상_a*,20.715,1
5434,색상_a*,59.33,1
5435,색상_a*,17.13,1
5436,색상_a*,57.235,1
5437,색상_a*,19.795,1
5438,색상_a*,-6.505,1
5439,색상_a*,-10.09,1
5440,색상_a*,12.99,1
5441,색상_a*,5.71,1
5442,색상_a*,-16.695,1
5443,색상_a*,49.145,1
5444,색상_a*,13.305,1
5445,색상_a*,33.21,1
5446,색상_a*,-9.835,1
5447,색상_a*,-11.335,1
5448,색상_a*,-10.9,1
5449,색상_a*,-10.095,1
5450,색상_a*,-9.22,1
5451,색상_a*,7.475,1
5452,색상_a*,18.375,1
5453,색상_a*,9.115,1
5454,색상_a*,32.965,1
5455,색상_a*,59.775,1
5456,색상_a*,33.025,1
5457,색상_a*,32.95,1
5458,색상_a*,32.865,1
5459,색상_a*,32.775,1
5460,색상_a*,32.935,1
5461,색상_a*,32.82,1
5462,색상_a*,40.23,1
5463,색상_a*,27.535,1
5464,색상_a*,-8.615,1
5465,색상_a*,-8.63,1
5466,색상_a*,-8.995,1
5467,색상_a*,-9.57,1
5468,색상_a*,14.4,1
5469,색상_a*,51.14,1
5470,색상_a*,-15.635,1
5471,색상_a*,52.635,1
5472,색상_a*,59.885,1
5473,색상_a*,18.325,1
5474,색상_a*,-17.44,1
5475,색상_a*,54.75,1
5476,색상_a*,20.455,1
5477,색상_a*,22.375,1
5478,색상_a*,-16.78,1
5479,색상_a*,57.0,1
5480,색상_a*,24.565,1
5481,색상_a*,-9.39,1
5482,색상_a*,-9.36,1
5483,색상_a*,-9.465,1
5484,색상_a*,-9.51,1
5485,색상_a*,-7.96,1
5486,색상_a*,-7.92,1
5487,색상_a*,5.445,1
5488,색상_a*,50.68,1
5489,색상_a*,18.58,1
5490,색상_a*,1.48,1
5491,색상_a*,1.215,1
5492,색상_a*,2.315,1
5493,색상_a*,43.925,1
5494,색상_a*,-13.18,1
5495,색상_a*,-16.845,1
5496,색상_a*,34.335,1
5497,색상_a*,-17.905,1
5498,색상_a*,46.55,1
5499,색상_a*,7.215,1
5500,색상_a*,-14.895,1
5501,색상_a*,-18.095,1
5502,색상_a*,42.075,1
5503,색상_a*,7.32,1
5504,색상_a*,7.25,1
5505,색상_a*,58.34,1
5506,색상_a*,15.56,1
5507,색상_a*,1.6,1
5508,색상_a*,1.32,1
5509,색상_a*,1.29,1
5510,색상_a*,1.455,1
5511,색상_a*,61.72,1
5512,색상_a*,4.105,1
5513,색상_a*,22.345,1
5514,색상_a*,-7.375,1
5515,색상_a*,-11.0,1
5516,색상_a*,14.58,1
5517,색상_a*,5.49,1
5518,색상_a*,27.755,1
5519,색상_a*,0.345,1
5520,색상_a*,1.33,1
5521,색상_a*,1.505,1
5522,색상_a*,0.75,1
5523,색상_a*,1.185,1
5524,색상_a*,1.275,1
5525,색상_a*,16.28,1
5526,색상_a*,1.235,1
5527,색상_a*,1.385,1
5528,색상_a*,-15.385,1
5529,색상_a*,59.275,1
5530,색상_a*,60.65,1
5531,색상_a*,28.075,1
5532,색상_a*,59.73,1
5533,색상_a*,23.405,1
5534,색상_a*,-15.565,1
5535,색상_a*,54.955,1
5536,색상_a*,24.925,1
5537,색상_a*,27.09,1
5538,색상_a*,-14.58,1
5539,색상_a*,57.285,1
5540,색상_a*,28.055,1
5541,색상_a*,-16.235,1
5542,색상_a*,27.77,1
5543,색상_a*,27.93,1
5544,색상_a*,27.59,1
5545,색상_a*,1.98,1
5546,색상_a*,21.77,1
5547,색상_a*,19.085,1
5548,색상_a*,22.165,1
5549,색상_a*,24.245,1
5550,색상_a*,52.925,1
5551,색상_a*,-14.83,1
5552,색상_a*,-15.855,1
5553,색상_a*,25.555,1
5554,색상_a*,-17.125,1
5555,색상_a*,49.51,1
5556,색상_a*,18.595,1
5557,색상_a*,21.38,1
5558,색상_a*,21.705,1
5559,색상_a*,21.645,1
5560,색상_a*,21.55,1
5561,색상_a*,21.49,1
5562,색상_a*,1.57,1
5563,색상_a*,18.035,1
5564,색상_a*,20.51,1
5565,색상_a*,22.24,1
5566,색상_a*,22.39,1
5567,색상_a*,22.065,1
5568,색상_a*,21.415,1
5569,색상_a*,21.795,1
5570,색상_a*,21.385,1
5571,색상_a*,61.4,1
5572,색상_a*,61.505,1
5573,색상_a*,-7.985,1
5574,색상_a*,26.885,1
5575,색상_a*,-2.18,1
5576,색상_a*,-2.245,1
5577,색상_a*,-1.92,1
5578,색상_a*,-1.96,1
5579,색상_a*,2.87,1
5580,색상_a*,12.685,1
5581,색상_a*,26.96,1
5582,색상_a*,27.525,1
5583,색상_a*,27.74,1
5584,색상_a*,27.35,1
5585,색상_a*,27.345,1
5586,색상_a*,26.795,1
5587,색상_a*,59.235,1
5588,색상_a*,29.94,1
5589,색상_a*,29.965,1
5590,색상_a*,29.82,1
5591,색상_a*,29.68,1
5592,색상_a*,29.675,1
5593,색상_a*,-2.26,1
5594,색상_a*,-1.99,1
5595,색상_a*,-2.025,1
5596,색상_a*,-8.32,1
5597,색상_a*,-8.295,1
5598,색상_a*,-8.005,1
5599,색상_a*,-8.13,1
5600,색상_a*,-8.23,1
5601,색상_a*,-8.125,1
5602,색상_a*,-7.935,1
5603,색상_a*,-8.235,1
5604,색상_a*,-8.395,1
5605,색상_a*,-1.93,1
5606,색상_a*,-7.88,1
5607,색상_a*,-8.02,1
5608,색상_a*,-7.15,1
5609,색상_a*,-6.37,1
5610,색상_a*,-4.825,1
5611,색상_a*,-1.88,1
5612,색상_a*,-2.035,1
5613,색상_a*,-1.965,1
5614,색상_a*,30.51,1
5615,색상_a*,27.175,1
5616,색상_a*,61.89,1
5617,색상_a*,61.425,1
5618,색상_a*,61.98,1
5619,색상_a*,62.775,1
5620,색상_a*,62.815,1
5621,색상_a*,63.27,1
5622,색상_a*,20.11,1
5623,색상_a*,63.26,1
5624,색상_a*,16.425,1
5625,색상_a*,61.15,1
5626,색상_a*,61.59,1
5627,색상_a*,36.025,1
5628,색상_a*,61.715,1
5629,색상_a*,61.445,1
5630,색상_a*,61.545,1
5631,색상_a*,26.72,1
5632,색상_a*,62.265,1
5633,색상_a*,62.085,1
5634,색상_a*,62.485,1
5635,색상_a*,62.45,1
5636,색상_a*,56.615,1
5637,색상_a*,62.8,1
5638,색상_a*,57.035,1
5639,색상_a*,57.575,1
5640,색상_a*,19.91,1
5641,색상_a*,7.08,1
5642,색상_a*,52.245,1
5643,색상_a*,21.765,1
5644,색상_a*,58.595,1
5645,색상_a*,22.53,1
5646,색상_a*,61.63,1
5647,색상_a*,22.12,1
5648,색상_a*,62.685,1
5649,색상_a*,62.715,1
5650,색상_a*,62.885,1
5651,색상_a*,62.92,1
5652,색상_a*,26.685,1
5653,색상_a*,62.535,1
5654,색상_a*,55.785,1
5655,색상_a*,57.625,1
5656,색상_a*,57.465,1
5657,색상_a*,8.08,1
5658,색상_a*,54.63,1
5659,색상_a*,7.305,1
5660,색상_a*,12.46,1
5661,색상_a*,-7.35,1
5662,색상_a*,-6.41,1
5663,색상_a*,8.15,1
5664,색상_a*,19.63,1
5665,색상_a*,9.09,1
5666,색상_a*,36.41,1
5667,색상_a*,23.12,1
5668,색상_a*,43.71,1
5669,색상_a*,27.24,1
5670,색상_a*,30.54,1
5671,색상_a*,12.07,1
5672,색상_a*,55.81,1
5673,색상_a*,11.46,1
5674,색상_a*,25.46,1
5675,색상_a*,56.98,1
5676,색상_a*,20.39,1
5677,색상_a*,56.15,1
5678,색상_a*,52.63,1
5679,색상_a*,-8.45,1
5680,색상_a*,-10.57,1
5681,색상_a*,-11.17,1
5682,색상_a*,-9.72,1
5683,색상_a*,-16.84,1
5684,색상_a*,37.07,1
5685,색상_a*,8.56,1
5686,색상_a*,52.99,1
5687,색상_a*,7.495,1
5688,색상_a*,-17.15,1
5689,색상_a*,56.07,1
5690,색상_a*,-17.33,1
5691,색상_a*,44.56,1
5692,색상_a*,57.86,1
5693,색상_a*,13.05,1
5694,색상_a*,47.25,1
5695,색상_a*,-16.89,1
5696,색상_a*,51.92,1
5697,색상_a*,18.63,1
5698,색상_a*,19.55,1
5699,색상_a*,-8.77,1
5700,색상_a*,8.18,1
5701,색상_a*,-9.34,1
5702,색상_a*,47.37,1
5703,색상_a*,-6.67,1
5704,색상_a*,55.45,1
5705,색상_a*,-18.35,1
5706,색상_a*,51.87,1
5707,색상_a*,-18.46,1
5708,색상_a*,53.49,1
5709,색상_a*,14.03,1
5710,색상_a*,18.73,1
5711,색상_a*,20.22,1
5712,색상_a*,-5.71,1
5713,색상_a*,-11.96,1
5714,색상_a*,13.08,1
5715,색상_a*,29.33,1
5716,색상_a*,16.4,1
5717,색상_a*,37.16,1
5718,색상_a*,6.85,1
5719,색상_a*,21.19,1
5720,색상_a*,7.66,1
5721,색상_a*,8.05,1
5722,색상_a*,13.66,1
5723,색상_a*,49.38,1
5724,색상_a*,-16.63,1
5725,색상_a*,-17.97,1
5726,색상_a*,12.31,1
5727,색상_a*,37.74,1
5728,색상_a*,-1.7,1
5729,색상_a*,-11.67,1
5730,색상_a*,27.86,1
5731,색상_a*,-0.84,1
5732,색상_a*,-15.99,1
5733,색상_a*,15.76,1
5734,색상_a*,51.83,1
5735,색상_a*,-16.56,1
5736,색상_a*,-17.01,1
5737,색상_a*,43.32,1
5738,색상_a*,15.83,1
5739,색상_a*,55.12,1
5740,색상_a*,-16.97,1
5741,색상_a*,14.8,1
5742,색상_a*,55.38,1
5743,색상_a*,-14.33,1
5744,색상_a*,1.27,1
5745,색상_a*,31.41,1
5746,색상_a*,35.75,1
5747,색상_a*,27.23,1
5748,색상_a*,31.11,1
5749,색상_a*,30.93,1
5750,색상_a*,30.64,1
5751,색상_a*,32.67,1
5752,색상_a*,32.41,1
5753,색상_a*,34.28,1
5754,색상_a*,34.09,1
5755,색상_a*,35.54,1
5756,색상_a*,-0.38,1
5757,색상_a*,35.83,1
5758,색상_a*,0.28,1
5759,색상_a*,0.15,1
5760,색상_a*,0.09,1
5761,색상_a*,-0.4,1
5762,색상_a*,-1.63,1
5763,색상_a*,-1.65,1
5764,색상_a*,-0.74,1
5765,색상_a*,27.1,1
5766,색상_a*,21.89,1
5767,색상_a*,22.47,1
5768,색상_a*,10.44,1
5769,색상_a*,10.52,1
5770,색상_a*,10.42,1
5771,색상_a*,10.25,1
5772,색상_a*,10.6,1
5773,색상_a*,10.04,1
5774,색상_a*,10.56,1
5775,색상_a*,10.38,1
5776,색상_a*,9.95,1
5777,색상_a*,10.66,1
5778,색상_a*,10.49,1
5779,색상_a*,11.0,1
5780,색상_a*,10.62,1
5781,색상_a*,10.61,1
5782,색상_a*,11.14,1
5783,색상_a*,10.83,1
5784,색상_a*,10.79,1
5785,색상_a*,10.31,1
5786,색상_a*,-0.8,1
5787,색상_a*,-0.18,1
5788,색상_a*,21.01,1
5789,색상_a*,21.75,1
5790,색상_a*,3.91,1
5791,색상_a*,29.53,1
5792,색상_a*,16.59,1
5793,색상_a*,36.42,1
5794,색상_a*,6.92,1
5795,색상_a*,7.06,1
5796,색상_a*,54.03,1
5797,색상_a*,22.35,1
5798,색상_a*,60.8,1
5799,색상_a*,0.79,1
5800,색상_a*,61.32,1
5801,색상_a*,61.28,1
5802,색상_a*,5.19,1
5803,색상_a*,-7.68,1
5804,색상_a*,-11.04,1
5805,색상_a*,15.24,1
5806,색상_a*,30.31,1
5807,색상_a*,-9.93,1
5808,색상_a*,13.47,1
5809,색상_a*,2.91,1
5810,색상_a*,-5.39,1
5811,색상_a*,-6.22,1
5812,색상_a*,0.43,1
5813,색상_a*,0.19,1
5814,색상_a*,-1.39,1
5815,색상_a*,-2.69,1
5816,색상_a*,-1.46,1
5817,색상_a*,-2.31,1
5818,색상_a*,-2.15,1
5819,색상_a*,-2.25,1
5820,색상_a*,-1.64,1
5821,색상_a*,-1.67,1
5822,색상_a*,-1.08,1
5823,색상_a*,-0.72,1
5824,색상_a*,-0.98,1
5825,색상_a*,-8.37,1
5826,색상_a*,-9.17,1
5827,색상_a*,-10.27,1
5828,색상_a*,-7.43,1
5829,색상_a*,22.1,1
5830,색상_a*,8.11,1
5831,색상_a*,20.86,1
5832,색상_a*,-1.375,1
5833,색상_a*,-0.255,1
5834,색상_a*,-0.575,1
5835,색상_a*,-0.465,1
5836,색상_a*,0.025,1
5837,색상_a*,0.035,1
5838,색상_a*,-0.36,1
5839,색상_a*,-0.305,1
5840,색상_a*,-0.275,1
5841,색상_a*,-1.445,1
5842,색상_a*,-1.255,1
5843,색상_a*,-1.705,1
5844,색상_a*,0.335,1
5845,색상_a*,0.165,1
5846,색상_a*,0.08,1
5847,색상_a*,0.5,1
5848,색상_a*,0.445,1
5849,색상_a*,0.215,1
5850,색상_a*,-1.055,1
5851,색상_a*,-0.37,1
5852,색상_a*,-0.34,1
5853,색상_a*,-0.555,1
5854,색상_a*,-0.47,1
5855,색상_a*,37.34,1
5856,색상_a*,38.685,1
5857,색상_a*,-0.245,1
5858,색상_a*,-0.79,1
5859,색상_a*,-0.835,1
5860,색상_a*,-0.61,1
5861,색상_a*,-0.59,1
5862,색상_a*,-0.56,1
5863,색상_a*,-0.57,1
5864,색상_a*,0.355,1
5865,색상_a*,-0.53,1
5866,색상_a*,-0.45,1
5867,색상_a*,-0.55,1
5868,색상_a*,-0.635,1
5869,색상_a*,-0.585,1
5870,색상_a*,-0.54,1
5871,색상_a*,-0.405,1
5872,색상_a*,-1.345,1
5873,색상_a*,-1.165,1
5874,색상_a*,61.305,1
5875,색상_a*,-8.96,1
5876,색상_a*,-1.005,1
5877,색상_a*,-1.155,1
5878,색상_a*,-1.21,1
5879,색상_a*,-0.81,1
5880,색상_a*,-0.93,1
5881,색상_a*,-10.07,1
5882,색상_a*,-10.055,1
5883,색상_a*,-9.685,1
5884,색상_a*,-8.3,1
5885,색상_a*,-0.425,1
5886,색상_a*,-7.615,1
5887,색상_a*,-5.78,1
5888,색상_a*,-3.195,1
5889,색상_a*,2.2,1
5890,색상_a*,11.36,1
5891,색상_a*,3.635,1
5892,색상_a*,26.705,1
5893,색상_a*,15.085,1
5894,색상_a*,-1.22,1
5895,색상_a*,-1.25,1
5896,색상_a*,-1.505,1
5897,색상_a*,-0.895,1
5898,색상_a*,-1.245,1
5899,색상_a*,-1.325,1
5900,색상_a*,-1.405,1
5901,색상_a*,-1.625,1
5902,색상_a*,-1.755,1
5903,색상_a*,-1.805,1
5904,색상_a*,-1.775,1
5905,색상_a*,-2.08,1
5906,색상_a*,-2.05,1
5907,색상_a*,-1.895,1
5908,색상_a*,-1.78,1
5909,색상_a*,-0.875,1
5910,색상_a*,-1.73,1
5911,색상_a*,-1.565,1
5912,색상_a*,-1.515,1
5913,색상_a*,-0.885,1
5914,색상_a*,-0.97,1
5915,색상_a*,35.72,1
5916,색상_a*,9.795,1
5917,색상_a*,6.235,1
5918,색상_a*,28.02,1
5919,색상_a*,44.44,1
5920,색상_a*,6.36,1
5921,색상_a*,57.6,1
5922,색상_a*,18.11,1
5923,색상_a*,49.39,1
5924,색상_a*,-15.96,1
5925,색상_a*,21.51,1
5926,색상_a*,25.195,1
5927,색상_a*,29.64,1
5928,색상_a*,6.455,1
5929,색상_a*,8.82,1
5930,색상_a*,8.79,1
5931,색상_a*,9.145,1
5932,색상_a*,8.8,1
5933,색상_a*,9.22,1
5934,색상_a*,4.435,1
5935,색상_a*,4.495,1
5936,색상_a*,4.455,1
5937,색상_a*,56.38,1
5938,색상_a*,-18.52,1
5939,색상_a*,11.075,1
5940,색상_a*,53.45,1
5941,색상_a*,61.845,1
5942,색상_a*,61.77,1
5943,색상_a*,61.93,1
5944,색상_a*,-9.91,1
5945,색상_a*,3.89,1
5946,색상_a*,22.41,1
5947,색상_a*,13.88,1
5948,색상_a*,4.78,1
5949,색상_a*,29.66,1
5950,색상_a*,-11.01,1
5951,색상_a*,20.06,1
5952,색상_a*,-16.74,1
5953,색상_a*,46.91,1
5954,색상_a*,-14.87,1
5955,색상_a*,-18.02,1
5956,색상_a*,36.48,1
5957,색상_a*,6.66,1
5958,색상_a*,4.505,1
5959,색상_a*,4.53,1
5960,색상_a*,4.38,1
5961,색상_a*,9.43,1
5962,색상_a*,9.365,1
5963,색상_a*,9.525,1
5964,색상_a*,4.5,1
5965,색상_a*,9.605,1
5966,색상_a*,6.565,1
5967,색상_a*,7.76,1
5968,색상_a*,7.51,1
5969,색상_a*,7.73,1
5970,색상_a*,8.225,1
5971,색상_a*,9.505,1
5972,색상_a*,9.38,1
5973,색상_a*,6.295,1
5974,색상_a*,6.225,1
5975,색상_a*,6.365,1
5976,색상_a*,6.325,1
5977,색상_a*,6.315,1
5978,색상_a*,6.58,1
5979,색상_a*,9.46,1
5980,색상_a*,9.51,1
5981,색상_a*,4.49,1
5982,색상_a*,8.7,1
5983,색상_a*,4.355,1
5984,색상_a*,4.275,1
5985,색상_a*,6.705,1
5986,색상_a*,4.52,1
5987,색상_a*,4.315,1
5988,색상_a*,5.925,1
5989,색상_a*,9.325,1
5990,색상_a*,9.31,1
5991,색상_a*,9.425,1
5992,색상_a*,9.36,1
5993,색상_a*,9.305,1
5994,색상_a*,4.33,1
5995,색상_a*,9.025,1
5996,색상_a*,8.62,1
5997,색상_a*,7.945,1
5998,색상_a*,8.545,1
5999,색상_a*,8.85,1
6000,색상_a*,24.82,1
6001,색상_a*,27.66,1
6002,색상_a*,27.935,1
6003,색상_a*,1.75,1
