Column,Value,Count
색상_L*,32.8765,1
색상_L*,33.024,1
색상_L*,33.049,1
색상_L*,33.159,1
색상_L*,33.064,1
색상_L*,51.124,1
색상_L*,74.27,1
색상_L*,49.103,1
색상_L*,48.9265,1
색상_L*,48.8675,1
색상_L*,48.864,1
색상_L*,48.929,1
색상_L*,48.8965,1
색상_L*,48.854,1
색상_L*,48.5815,1
색상_L*,73.3855,1
색상_L*,23.9965,1
색상_L*,24.3225,1
색상_L*,26.029,1
색상_L*,58.5765,1
색상_L*,31.2765,1
색상_L*,31.4025,1
색상_L*,31.609,1
색상_L*,31.7565,1
색상_L*,31.8905,1
색상_L*,31.8925,1
색상_L*,31.9625,1
색상_L*,32.2605,1
색상_L*,58.879,1
색상_L*,58.38,1
색상_L*,32.2715,1
색상_L*,58.3805,1
색상_L*,58.314,1
색상_L*,58.373,1
색상_L*,58.3015,1
색상_L*,58.1865,1
색상_L*,58.46,1
색상_L*,29.4915,1
색상_L*,29.288,1
색상_L*,28.9555,1
색상_L*,32.114,1
색상_L*,47.939,1
색상_L*,29.173,1
색상_L*,50.0665,1
색상_L*,33.1315,1
색상_L*,33.219,1
색상_L*,33.634,1
색상_L*,33.4165,1
색상_L*,32.76,1
색상_L*,33.448,1
색상_L*,51.4215,1
색상_L*,50.1775,1
색상_L*,50.0015,1
색상_L*,50.024,1
색상_L*,47.819,1
색상_L*,49.9165,1
색상_L*,49.9005,1
색상_L*,49.92,1
색상_L*,48.0365,1
색상_L*,48.1755,1
색상_L*,47.2855,1
색상_L*,47.444,1
색상_L*,47.81,1
색상_L*,47.7805,1
색상_L*,29.103,1
색상_L*,29.2975,1
색상_L*,54.865,1
색상_L*,26.8665,1
색상_L*,42.3915,1
색상_L*,42.369,1
색상_L*,42.5865,1
색상_L*,42.564,1
색상_L*,29.9665,1
색상_L*,27.1015,1
색상_L*,26.558,1
색상_L*,26.809,1
색상_L*,26.8215,1
색상_L*,26.9375,1
색상_L*,42.1165,1
색상_L*,27.0455,1
색상_L*,27.02,1
색상_L*,27.01,1
색상_L*,55.2665,1
색상_L*,54.97,1
색상_L*,54.984,1
색상_L*,54.9065,1
색상_L*,55.029,1
색상_L*,54.929,1
색상_L*,42.405,1
색상_L*,41.803,1
색상_L*,29.3475,1
색상_L*,47.3325,1
색상_L*,29.4255,1
색상_L*,29.5525,1
색상_L*,49.9115,1
색상_L*,47.61,1
색상_L*,47.4805,1
색상_L*,47.4815,1
색상_L*,47.4015,1
색상_L*,47.418,1
색상_L*,47.4025,1
색상_L*,47.5615,1
색상_L*,42.8675,1
색상_L*,81.6725,1
색상_L*,77.9715,1
색상_L*,78.2805,1
색상_L*,78.1505,1
색상_L*,78.1675,1
색상_L*,77.9665,1
색상_L*,77.76,1
색상_L*,77.948,1
색상_L*,77.874,1
색상_L*,31.125,1
색상_L*,55.494,1
색상_L*,46.09,1
색상_L*,58.09,1
색상_L*,38.805,1
색상_L*,51.045,1
색상_L*,80.915,1
색상_L*,51.53,1
색상_L*,36.285,1
색상_L*,60.62,1
색상_L*,33.44,1
색상_L*,52.19,1
색상_L*,32.16,1
색상_L*,29.245,1
색상_L*,39.06,1
색상_L*,47.615,1
색상_L*,79.275,1
색상_L*,56.32,1
색상_L*,77.745,1
색상_L*,26.72,1
색상_L*,44.095,1
색상_L*,38.795,1
색상_L*,52.595,1
색상_L*,76.14,1
색상_L*,53.035,1
색상_L*,64.28,1
색상_L*,18.615,1
색상_L*,88.585,1
색상_L*,47.25,1
색상_L*,79.78,1
색상_L*,83.325,1
색상_L*,75.605,1
색상_L*,84.085,1
색상_L*,74.745,1
색상_L*,77.665,1
색상_L*,89.715,1
색상_L*,79.18,1
색상_L*,59.085,1
색상_L*,56.56,1
색상_L*,57.4,1
색상_L*,65.48,1
색상_L*,64.305,1
색상_L*,69.825,1
색상_L*,48.645,1
색상_L*,59.445,1
색상_L*,83.61,1
색상_L*,45.245,1
색상_L*,43.09,1
색상_L*,75.25,1
색상_L*,32.955,1
색상_L*,48.685,1
색상_L*,20.295,1
색상_L*,36.515,1
색상_L*,52.03,1
색상_L*,31.235,1
색상_L*,35.83,1
색상_L*,27.34,1
색상_L*,25.08,1
색상_L*,45.69,1
색상_L*,31.175,1
색상_L*,23.035,1
색상_L*,25.275,1
색상_L*,74.135,1
색상_L*,40.07,1
색상_L*,24.235,1
색상_L*,19.315,1
색상_L*,38.385,1
색상_L*,37.505,1
색상_L*,37.695,1
색상_L*,21.38,1
색상_L*,36.85,1
색상_L*,78.62,1
색상_L*,45.155,1
색상_L*,46.15,1
색상_L*,66.765,1
색상_L*,72.62,1
색상_L*,75.08,1
색상_L*,75.005,1
색상_L*,74.885,1
색상_L*,74.76,1
색상_L*,75.785,1
색상_L*,75.565,1
색상_L*,75.385,1
색상_L*,70.165,1
색상_L*,44.495,1
색상_L*,39.4,1
색상_L*,35.695,1
색상_L*,72.335,1
색상_L*,65.475,1
색상_L*,72.395,1
색상_L*,72.52,1
색상_L*,72.57,1
색상_L*,72.63,1
색상_L*,72.445,1
색상_L*,72.535,1
색상_L*,21.885,1
색상_L*,47.875,1
색상_L*,26.335,1
색상_L*,32.045,1
색상_L*,76.41,1
색상_L*,76.185,1
색상_L*,70.055,1
색상_L*,52.415,1
색상_L*,37.12,1
색상_L*,32.705,1
색상_L*,32.655,1
색상_L*,32.525,1
색상_L*,32.595,1
색상_L*,32.71,1
색상_L*,19.695,1
색상_L*,33.035,1
색상_L*,32.535,1
색상_L*,32.53,1
색상_L*,33.195,1
색상_L*,19.625,1
색상_L*,32.625,1
색상_L*,30.03,1
색상_L*,23.685,1
색상_L*,19.73,1
색상_L*,75.38,1
색상_L*,75.14,1
색상_L*,76.475,1
색상_L*,76.46,1
색상_L*,19.255,1
색상_L*,18.42,1
색상_L*,18.51,1
색상_L*,19.045,1
색상_L*,63.98,1
색상_L*,28.25,1
색상_L*,22.2,1
색상_L*,16.78,1
색상_L*,74.225,1
색상_L*,74.3,1
색상_L*,74.41,1
색상_L*,75.265,1
색상_L*,74.415,1
색상_L*,74.395,1
색상_L*,68.985,1
색상_L*,27.075,1
색상_L*,21.8,1
색상_L*,18.4,1
색상_L*,76.7,1
색상_L*,19.795,1
색상_L*,19.84,1
색상_L*,38.535,1
색상_L*,44.915,1
색상_L*,77.82,1
색상_L*,77.79,1
색상_L*,72.04,1
색상_L*,72.2,1
색상_L*,77.16,1
색상_L*,53.765,1
색상_L*,44.515,1
색상_L*,52.13,1
색상_L*,38.83,1
색상_L*,34.715,1
색상_L*,20.585,1
색상_L*,45.745,1
색상_L*,39.245,1
색상_L*,29.495,1
색상_L*,35.355,1
색상_L*,25.93,1
색상_L*,42.315,1
색상_L*,32.35,1
색상_L*,40.09,1
색상_L*,21.25,1
색상_L*,26.86,1
색상_L*,31.295,1
색상_L*,34.835,1
색상_L*,37.155,1
색상_L*,19.645,1
색상_L*,75.615,1
색상_L*,31.695,1
색상_L*,19.375,1
색상_L*,19.37,1
색상_L*,19.465,1
색상_L*,19.405,1
색상_L*,19.915,1
색상_L*,19.325,1
색상_L*,19.43,1
색상_L*,19.295,1
색상_L*,19.725,1
색상_L*,19.94,1
색상_L*,77.87,1
색상_L*,72.345,1
색상_L*,57.05,1
색상_L*,48.67,1
색상_L*,43.56,1
색상_L*,39.855,1
색상_L*,74.51,1
색상_L*,82.31,1
색상_L*,73.0,1
색상_L*,48.835,1
색상_L*,53.26,1
색상_L*,31.835,1
색상_L*,50.86,1
색상_L*,50.665,1
색상_L*,50.66,1
색상_L*,50.96,1
색상_L*,50.755,1
색상_L*,79.175,1
색상_L*,50.625,1
색상_L*,43.35,1
색상_L*,42.235,1
색상_L*,40.355,1
색상_L*,40.34,1
색상_L*,50.655,1
색상_L*,39.8,1
색상_L*,50.795,1
색상_L*,48.735,1
색상_L*,25.945,1
색상_L*,46.965,1
색상_L*,21.65,1
색상_L*,25.335,1
색상_L*,34.93,1
색상_L*,28.97,1
색상_L*,56.955,1
색상_L*,79.685,1
색상_L*,80.65,1
색상_L*,79.95,1
색상_L*,79.805,1
색상_L*,79.44,1
색상_L*,54.45,1
색상_L*,78.785,1
색상_L*,78.78,1
색상_L*,78.88,1
색상_L*,78.5,1
색상_L*,79.735,1
색상_L*,79.74,1
색상_L*,73.985,1
색상_L*,53.625,1
색상_L*,44.245,1
색상_L*,62.955,1
색상_L*,38.02,1
색상_L*,45.04,1
색상_L*,31.115,1
색상_L*,42.14,1
색상_L*,42.885,1
색상_L*,75.965,1
색상_L*,88.605,1
색상_L*,89.52,1
색상_L*,89.435,1
색상_L*,89.405,1
색상_L*,89.415,1
색상_L*,88.31,1
색상_L*,89.54,1
색상_L*,89.27,1
색상_L*,75.675,1
색상_L*,88.97,1
색상_L*,77.125,1
색상_L*,42.46,1
색상_L*,86.37,1
색상_L*,57.33,1
색상_L*,56.505,1
색상_L*,65.16,1
색상_L*,62.575,1
색상_L*,49.435,1
색상_L*,69.14,1
색상_L*,48.225,1
색상_L*,59.54,1
색상_L*,78.48,1
색상_L*,88.85,1
색상_L*,89.155,1
색상_L*,88.935,1
색상_L*,50.17,1
색상_L*,47.06,1
색상_L*,45.5,1
색상_L*,44.29,1
색상_L*,42.645,1
색상_L*,43.03,1
색상_L*,42.035,1
색상_L*,41.74,1
색상_L*,41.075,1
색상_L*,42.845,1
색상_L*,77.605,1
색상_L*,80.705,1
색상_L*,81.055,1
색상_L*,73.57,1
색상_L*,82.85,1
색상_L*,72.475,1
색상_L*,88.39,1
색상_L*,88.6,1
색상_L*,89.17,1
색상_L*,75.995,1
색상_L*,25.445,1
색상_L*,79.445,1
색상_L*,26.51,1
색상_L*,54.975,1
색상_L*,31.78,1
색상_L*,42.975,1
색상_L*,35.725,1
색상_L*,28.865,1
색상_L*,82.355,1
색상_L*,49.47,1
색상_L*,33.175,1
색상_L*,51.59,1
색상_L*,45.47,1
색상_L*,21.03,1
색상_L*,29.24,1
색상_L*,48.8,1
색상_L*,23.345,1
색상_L*,37.91,1
색상_L*,80.51,1
색상_L*,42.58,1
색상_L*,47.17,1
색상_L*,39.925,1
색상_L*,25.435,1
색상_L*,38.41,1
색상_L*,54.385,1
색상_L*,45.67,1
색상_L*,35.53,1
색상_L*,68.465,1
색상_L*,69.52,1
색상_L*,90.2,1
색상_L*,89.97,1
색상_L*,89.935,1
색상_L*,89.83,1
색상_L*,90.07,1
색상_L*,89.835,1
색상_L*,89.89,1
색상_L*,77.42,1
색상_L*,88.63,1
색상_L*,56.5,1
색상_L*,50.01,1
색상_L*,55.48,1
색상_L*,62.92,1
색상_L*,47.44,1
색상_L*,48.86,1
색상_L*,84.775,1
색상_L*,42.355,1
색상_L*,45.16,1
색상_L*,41.07,1
색상_L*,24.91,1
색상_L*,33.485,1
색상_L*,37.87,1
색상_L*,37.92,1
색상_L*,38.105,1
색상_L*,38.435,1
색상_L*,38.545,1
색상_L*,38.34,1
색상_L*,38.66,1
색상_L*,38.03,1
색상_L*,38.12,1
색상_L*,25.44,1
색상_L*,77.95,1
색상_L*,25.37,1
색상_L*,25.45,1
색상_L*,25.505,1
색상_L*,37.775,1
색상_L*,24.86,1
색상_L*,24.715,1
색상_L*,25.68,1
색상_L*,24.84,1
색상_L*,24.875,1
색상_L*,38.375,1
색상_L*,38.225,1
색상_L*,38.48,1
색상_L*,38.495,1
색상_L*,35.675,1
색상_L*,42.825,1
색상_L*,75.475,1
색상_L*,41.85,1
색상_L*,77.035,1
색상_L*,77.57,1
색상_L*,77.11,1
색상_L*,77.43,1
색상_L*,77.025,1
색상_L*,77.91,1
색상_L*,77.935,1
색상_L*,77.92,1
색상_L*,77.55,1
색상_L*,78.05,1
색상_L*,77.28,1
색상_L*,77.085,1
색상_L*,71.68,1
색상_L*,47.355,1
색상_L*,42.22,1
색상_L*,18.655,1
색상_L*,18.83,1
색상_L*,41.925,1
색상_L*,31.0,1
색상_L*,20.15,1
색상_L*,19.68,1
색상_L*,19.25,1
색상_L*,70.29,1
색상_L*,53.5,1
색상_L*,44.69,1
색상_L*,39.28,1
색상_L*,36.49,1
색상_L*,33.19,1
색상_L*,76.11,1
색상_L*,20.3,1
색상_L*,69.49,1
색상_L*,78.33,1
색상_L*,69.68,1
색상_L*,73.86,1
색상_L*,49.8,1
색상_L*,50.79,1
색상_L*,60.51,1
색상_L*,35.11,1
색상_L*,41.43,1
색상_L*,20.82,1
색상_L*,22.47,1
색상_L*,30.88,1
색상_L*,19.66,1
색상_L*,17.34,1
색상_L*,17.46,1
색상_L*,36.21,1
색상_L*,37.66,1
색상_L*,37.2,1
색상_L*,28.03,1
색상_L*,23.32,1
색상_L*,20.74,1
색상_L*,19.74,1
색상_L*,18.9,1
색상_L*,22.19,1
색상_L*,18.1,1
색상_L*,18.86,1
색상_L*,39.47,1
색상_L*,39.57,1
색상_L*,29.93,1
색상_L*,25.5,1
색상_L*,25.11,1
색상_L*,25.21,1
색상_L*,21.96,1
색상_L*,35.64,1
색상_L*,50.62,1
색상_L*,46.41,1
색상_L*,29.14,1
색상_L*,58.04,1
색상_L*,44.11,1
색상_L*,75.65,1
색상_L*,73.64,1
색상_L*,74.94,1
색상_L*,68.13,1
색상_L*,40.5,1
색상_L*,35.02,1
색상_L*,32.13,1
색상_L*,27.59,1
색상_L*,79.5,1
색상_L*,70.67,1
색상_L*,69.29,1
색상_L*,63.26,1
색상_L*,71.44,1
색상_L*,61.92,1
색상_L*,64.83,1
색상_L*,42.41,1
색상_L*,41.44,1
색상_L*,32.36,1
색상_L*,47.82,1
색상_L*,35.66,1
색상_L*,61.79,1
색상_L*,37.96,1
색상_L*,78.13,1
색상_L*,82.15,1
색상_L*,73.43,1
색상_L*,83.22,1
색상_L*,75.9,1
색상_L*,88.72,1
색상_L*,79.54,1
색상_L*,87.58,1
색상_L*,53.48,1
색상_L*,63.07,1
색상_L*,61.7,1
색상_L*,46.94,1
색상_L*,67.87,1
색상_L*,44.8,1
색상_L*,57.41,1
색상_L*,81.82,1
색상_L*,41.47,1
색상_L*,39.15,1
색상_L*,53.6,1
색상_L*,17.81,1
색상_L*,19.72,1
색상_L*,17.94,1
색상_L*,61.8,1
색상_L*,49.38,1
색상_L*,49.1,1
색상_L*,50.4,1
색상_L*,50.76,1
색상_L*,71.61,1
색상_L*,71.2,1
색상_L*,71.82,1
색상_L*,66.19,1
색상_L*,66.03,1
색상_L*,61.9,1
색상_L*,28.85,1
색상_L*,62.28,1
색상_L*,58.86,1
색상_L*,56.53,1
색상_L*,57.11,1
색상_L*,56.93,1
색상_L*,55.2,1
색상_L*,55.34,1
색상_L*,38.13,1
색상_L*,38.08,1
색상_L*,48.19,1
색상_L*,52.1,1
색상_L*,51.02,1
색상_L*,50.85,1
색상_L*,48.93,1
색상_L*,49.58,1
색상_L*,50.1,1
색상_L*,49.25,1
색상_L*,49.93,1
색상_L*,51.48,1
색상_L*,51.19,1
색상_L*,50.26,1
색상_L*,50.03,1
색상_L*,49.94,1
색상_L*,51.38,1
색상_L*,51.99,1
색상_L*,51.84,1
색상_L*,50.98,1
색상_L*,50.58,1
색상_L*,50.25,1
색상_L*,50.74,1
색상_L*,49.01,1
색상_L*,50.05,1
색상_L*,38.91,1
색상_L*,28.2,1
색상_L*,19.83,1
색상_L*,22.17,1
색상_L*,37.71,1
색상_L*,28.83,1
색상_L*,29.02,1
색상_L*,29.58,1
색상_L*,24.33,1
색상_L*,24.25,1
색상_L*,24.32,1
색상_L*,21.15,1
색상_L*,21.59,1
색상_L*,20.45,1
색상_L*,28.64,1
색상_L*,21.47,1
색상_L*,19.4,1
색상_L*,18.93,1
색상_L*,18.52,1
색상_L*,31.45,1
색상_L*,22.72,1
색상_L*,22.83,1
색상_L*,22.75,1
색상_L*,20.22,1
색상_L*,38.17,1
색상_L*,22.63,1
색상_L*,22.92,1
색상_L*,23.69,1
색상_L*,24.26,1
색상_L*,24.22,1
색상_L*,24.39,1
색상_L*,21.28,1
색상_L*,19.92,1
색상_L*,19.7,1
색상_L*,19.6,1
색상_L*,18.75,1
색상_L*,18.22,1
색상_L*,18.32,1
색상_L*,46.13,1
색상_L*,44.82,1
색상_L*,45.68,1
색상_L*,36.79,1
색상_L*,35.43,1
색상_L*,35.7,1
색상_L*,30.59,1
색상_L*,25.06,1
색상_L*,22.45,1
색상_L*,49.11,1
색상_L*,27.14,1
색상_L*,31.84,1
색상_L*,57.795,1
색상_L*,54.625,1
색상_L*,53.77,1
색상_L*,53.99,1
색상_L*,76.065,1
색상_L*,52.815,1
색상_L*,64.545,1
색상_L*,59.905,1
색상_L*,61.06,1
색상_L*,60.02,1
색상_L*,56.62,1
색상_L*,85.98,1
색상_L*,53.15,1
색상_L*,54.045,1
색상_L*,53.63,1
색상_L*,86.25,1
색상_L*,86.015,1
색상_L*,86.105,1
색상_L*,86.095,1
색상_L*,86.09,1
색상_L*,86.5,1
색상_L*,53.88,1
색상_L*,55.19,1
색상_L*,56.43,1
색상_L*,58.77,1
색상_L*,76.175,1
색상_L*,76.225,1
색상_L*,75.845,1
색상_L*,65.345,1
색상_L*,76.835,1
색상_L*,76.88,1
색상_L*,77.045,1
색상_L*,76.98,1
색상_L*,65.0,1
색상_L*,76.235,1
색상_L*,69.785,1
색상_L*,54.76,1
색상_L*,54.56,1
색상_L*,54.73,1
색상_L*,54.835,1
색상_L*,55.175,1
색상_L*,64.4,1
색상_L*,56.195,1
색상_L*,56.065,1
색상_L*,86.04,1
색상_L*,55.22,1
색상_L*,76.27,1
색상_L*,74.645,1
색상_L*,75.165,1
색상_L*,75.37,1
색상_L*,74.795,1
색상_L*,69.46,1
색상_L*,50.945,1
색상_L*,35.565,1
색상_L*,31.195,1
색상_L*,31.33,1
색상_L*,31.455,1
색상_L*,31.805,1
색상_L*,69.645,1
색상_L*,31.43,1
색상_L*,31.535,1
색상_L*,31.395,1
색상_L*,31.22,1
색상_L*,31.14,1
색상_L*,23.135,1
색상_L*,19.0,1
색상_L*,19.055,1
색상_L*,74.835,1
색상_L*,75.625,1
색상_L*,75.205,1
색상_L*,75.255,1
색상_L*,32.155,1
색상_L*,51.175,1
색상_L*,35.91,1
색상_L*,28.715,1
색상_L*,23.485,1
색상_L*,78.675,1
색상_L*,78.405,1
색상_L*,78.795,1
색상_L*,78.805,1
색상_L*,79.705,1
색상_L*,74.38,1
색상_L*,57.825,1
색상_L*,36.26,1
색상_L*,30.14,1
색상_L*,24.665,1
색상_L*,74.84,1
색상_L*,75.225,1
색상_L*,74.91,1
색상_L*,75.18,1
색상_L*,75.035,1
색상_L*,76.07,1
색상_L*,76.285,1
색상_L*,43.19,1
색상_L*,46.33,1
색상_L*,42.6,1
색상_L*,49.87,1
색상_L*,33.45,1
색상_L*,52.68,1
색상_L*,27.99,1
색상_L*,40.7,1
색상_L*,80.3,1
색상_L*,44.2,1
색상_L*,40.63,1
색상_L*,76.64,1
색상_L*,50.19,1
색상_L*,76.82,1
색상_L*,52.84,1
색상_L*,43.62,1
색상_L*,35.01,1
색상_L*,32.39,1
색상_L*,29.74,1
색상_L*,75.86,1
색상_L*,78.565,1
색상_L*,69.8,1
색상_L*,31.06,1
색상_L*,37.32,1
색상_L*,46.45,1
색상_L*,36.82,1
색상_L*,27.23,1
색상_L*,25.01,1
색상_L*,35.96,1
색상_L*,35.14,1
색상_L*,71.24,1
색상_L*,74.32,1
색상_L*,80.76,1
색상_L*,71.12,1
색상_L*,78.51,1
색상_L*,66.76,1
색상_L*,68.21,1
색상_L*,90.24,1
색상_L*,73.83,1
색상_L*,88.94,1
색상_L*,52.63,1
색상_L*,45.89,1
색상_L*,52.91,1
색상_L*,42.73,1
색상_L*,58.88,1
색상_L*,74.315,1
색상_L*,50.52,1
색상_L*,55.61,1
색상_L*,57.57,1
색상_L*,43.86,1
색상_L*,56.65,1
색상_L*,39.58,1
색상_L*,38.5,1
색상_L*,53.18,1
색상_L*,35.85,1
색상_L*,60.77,1
색상_L*,34.11,1
색상_L*,50.75,1
색상_L*,41.88,1
색상_L*,39.79,1
색상_L*,55.36,1
색상_L*,74.1,1
색상_L*,72.64,1
색상_L*,70.905,1
색상_L*,70.39,1
색상_L*,57.06,1
색상_L*,57.12,1
색상_L*,55.725,1
색상_L*,57.095,1
색상_L*,67.85,1
색상_L*,45.21,1
색상_L*,60.39,1
색상_L*,63.15,1
색상_L*,34.24,1
색상_L*,40.95,1
색상_L*,30.6,1
색상_L*,54.265,1
색상_L*,35.04,1
색상_L*,50.685,1
색상_L*,46.305,1
색상_L*,44.91,1
색상_L*,78.59,1
색상_L*,80.89,1
색상_L*,81.83,1
색상_L*,83.44,1
색상_L*,71.74,1
색상_L*,76.02,1
색상_L*,88.79,1
색상_L*,76.65,1
색상_L*,79.4,1
색상_L*,54.55,1
색상_L*,53.65,1
색상_L*,43.505,1
색상_L*,55.535,1
색상_L*,45.91,1
색상_L*,28.525,1
색상_L*,34.12,1
색상_L*,34.055,1
색상_L*,34.195,1
색상_L*,56.5075,1
색상_L*,56.515,1
색상_L*,56.095,1
색상_L*,56.285,1
색상_L*,29.8715,1
색상_L*,28.663,1
색상_L*,29.0775,1
색상_L*,33.92,1
색상_L*,28.84,1
색상_L*,28.985,1
색상_L*,29.085,1
색상_L*,29.005,1
색상_L*,34.72,1
색상_L*,34.785,1
색상_L*,34.62,1
색상_L*,34.925,1
색상_L*,34.69,1
색상_L*,34.1,1
색상_L*,33.855,1
색상_L*,35.305,1
색상_L*,53.7115,1
색상_L*,71.1855,1
색상_L*,70.8765,1
색상_L*,70.969,1
색상_L*,71.43,1
색상_L*,71.18,1
색상_L*,53.6155,1
색상_L*,53.299,1
색상_L*,53.2715,1
색상_L*,53.888,1
색상_L*,44.658,1
색상_L*,33.96,1
색상_L*,43.909,1
색상_L*,43.985,1
색상_L*,44.6555,1
색상_L*,33.985,1
색상_L*,34.155,1
색상_L*,34.185,1
색상_L*,33.945,1
색상_L*,34.075,1
색상_L*,43.875,1
색상_L*,44.28666667,1
색상_L*,34.315,1
색상_L*,34.325,1
색상_L*,30.7765,1
색상_L*,20.68,1
색상_L*,20.71,1
색상_L*,21.26875,1
색상_L*,43.56333333,1
색상_L*,21.08,1
색상_L*,20.815,1
색상_L*,21.19,1
색상_L*,21.17,1
색상_L*,26.075,1
색상_L*,25.844,1
색상_L*,34.45,1
색상_L*,25.698,1
색상_L*,25.88,1
색상_L*,25.895,1
색상_L*,26.595,1
색상_L*,26.09,1
색상_L*,44.44,1
색상_L*,44.39,1
색상_L*,44.225,1
색상_L*,21.83,1
색상_L*,20.735,1
색상_L*,21.01,1
색상_L*,20.925,1
색상_L*,20.95,1
색상_L*,34.71,1
색상_L*,34.725,1
색상_L*,27.893,1
색상_L*,25.125,1
색상_L*,24.9915,1
색상_L*,25.09,1
색상_L*,25.17,1
색상_L*,25.2775,1
색상_L*,25.04,1
색상_L*,50.42,1
색상_L*,50.29,1
색상_L*,50.61,1
색상_L*,50.13,1
색상_L*,29.4615,1
색상_L*,29.83375,1
색상_L*,29.53,1
색상_L*,29.55,1
색상_L*,21.02,1
색상_L*,20.885,1
색상_L*,75.75,1
색상_L*,76.595,1
색상_L*,76.625,1
색상_L*,79.42,1
색상_L*,81.935,1
색상_L*,78.97,1
색상_L*,79.25,1
색상_L*,79.125,1
색상_L*,79.155,1
색상_L*,79.12,1
색상_L*,90.795,1
색상_L*,78.685,1
색상_L*,79.62,1
색상_L*,79.435,1
색상_L*,74.935,1
색상_L*,79.255,1
색상_L*,78.86,1
색상_L*,78.875,1
색상_L*,72.86,1
색상_L*,79.0,1
색상_L*,78.84,1
색상_L*,79.27,1
색상_L*,78.72,1
색상_L*,75.1975,1
색상_L*,82.235,1
색상_L*,82.0275,1
색상_L*,90.425,1
색상_L*,90.605,1
색상_L*,72.95,1
색상_L*,40.27,1
색상_L*,39.325,1
색상_L*,37.445,1
색상_L*,36.14,1
색상_L*,35.31,1
색상_L*,33.5475,1
색상_L*,34.44,1
색상_L*,32.895,1
색상_L*,35.21,1
색상_L*,36.67,1
색상_L*,33.59,1
색상_L*,34.36,1
색상_L*,90.545,1
색상_L*,90.86,1
색상_L*,91.035,1
색상_L*,90.855,1
색상_L*,90.925,1
색상_L*,91.09,1
색상_L*,74.825,1
색상_L*,73.2,1
색상_L*,76.635,1
색상_L*,76.69,1
색상_L*,25.405,1
색상_L*,25.3075,1
색상_L*,25.425,1
색상_L*,25.375,1
색상_L*,76.49,1
색상_L*,76.38,1
색상_L*,76.255,1
색상_L*,45.13833333,1
색상_L*,76.455,1
색상_L*,76.825,1
색상_L*,73.05,1
색상_L*,76.68,1
색상_L*,76.535,1
색상_L*,76.19,1
색상_L*,76.33,1
색상_L*,75.935,1
색상_L*,75.8,1
색상_L*,76.0,1
색상_L*,75.47,1
색상_L*,46.93833333,1
색상_L*,29.85,1
색상_L*,29.875,1
색상_L*,29.9825,1
색상_L*,38.855,1
색상_L*,73.175,1
색상_L*,73.19,1
색상_L*,73.055,1
색상_L*,90.975,1
색상_L*,78.39,1
색상_L*,77.17,1
색상_L*,73.58,1
색상_L*,72.855,1
색상_L*,73.075,1
색상_L*,72.3,1
색상_L*,73.08,1
색상_L*,72.81,1
색상_L*,72.765,1
색상_L*,47.73,1
색상_L*,47.985,1
색상_L*,47.695,1
색상_L*,47.46,1
색상_L*,38.8075,1
색상_L*,38.63,1
색상_L*,21.615,1
색상_L*,21.62,1
색상_L*,21.41,1
색상_L*,39.77,1
색상_L*,39.55,1
색상_L*,39.53,1
색상_L*,39.63,1
색상_L*,47.90666667,1
색상_L*,39.255,1
색상_L*,39.315,1
색상_L*,39.345,1
색상_L*,39.555,1
색상_L*,39.615,1
색상_L*,39.645,1
색상_L*,37.935,1
색상_L*,64.2615,1
색상_L*,63.6775,1
색상_L*,63.48,1
색상_L*,37.85,1
색상_L*,37.8,1
색상_L*,37.605,1
색상_L*,46.48,1
색상_L*,37.755,1
색상_L*,37.845,1
색상_L*,54.729,1
색상_L*,54.844,1
색상_L*,51.87,1
색상_L*,59.1115,1
색상_L*,58.1465,1
색상_L*,57.7575,1
색상_L*,57.1515,1
색상_L*,56.8955,1
색상_L*,56.758,1
색상_L*,65.705,1
색상_L*,65.149,1
색상_L*,63.259,1
색상_L*,62.864,1
색상_L*,62.7555,1
색상_L*,49.6555,1
색상_L*,49.1665,1
색상_L*,70.004,1
색상_L*,69.529,1
색상_L*,69.3425,1
색상_L*,48.319,1
색상_L*,47.9175,1
색상_L*,47.799,1
색상_L*,59.2415,1
색상_L*,37.785,1
색상_L*,38.015,1
색상_L*,80.4565,1
색상_L*,49.5175,1
색상_L*,32.194,1
색상_L*,32.58875,1
색상_L*,32.295,1
색상_L*,32.51,1
색상_L*,54.65,1
색상_L*,49.4925,1
색상_L*,49.1315,1
색상_L*,49.70125,1
색상_L*,49.48,1
색상_L*,49.6325,1
색상_L*,37.97,1
색상_L*,46.06,1
색상_L*,45.95,1
색상_L*,45.865,1
색상_L*,45.815,1
색상_L*,53.01833333,1
색상_L*,46.1,1
색상_L*,45.925,1
색상_L*,45.87,1
색상_L*,45.805,1
색상_L*,33.9205,1
색상_L*,34.605,1
색상_L*,35.205,1
색상_L*,34.91,1
색상_L*,52.915,1
색상_L*,53.025,1
색상_L*,53.03,1
색상_L*,52.99,1
색상_L*,59.25333333,1
색상_L*,53.41,1
색상_L*,53.415,1
색상_L*,53.28,1
색상_L*,53.205,1
색상_L*,53.265,1
색상_L*,53.325,1
색상_L*,53.16,1
색상_L*,79.0175,1
색상_L*,78.735,1
색상_L*,35.9165,1
색상_L*,34.2955,1
색상_L*,34.149,1
색상_L*,35.2775,1
색상_L*,34.53,1
색상_L*,80.399,1
색상_L*,80.735,1
색상_L*,21.54,1
색상_L*,78.045,1
색상_L*,77.895,1
색상_L*,78.02,1
