Column,Value,Count
색상_b*,-1.1355,1
색상_b*,50.185,1
색상_b*,50.22,1
색상_b*,-1.304,1
색상_b*,50.255,1
색상_b*,50.16,1
색상_b*,-1.094,1
색상_b*,-0.964,1
색상_b*,-1.3165,1
색상_b*,-1.1005,1
색상_b*,-1.339,1
색상_b*,-1.2265,1
색상_b*,50.335,1
색상_b*,-1.183,1
색상_b*,-1.1615,1
색상_b*,-1.0515,1
색상_b*,0.164,1
색상_b*,0.343,1
색상_b*,84.895,1
색상_b*,9.0605,1
색상_b*,8.939,1
색상_b*,9.0265,1
색상_b*,9.3015,1
색상_b*,6.448,1
색상_b*,9.004,1
색상_b*,8.974,1
색상_b*,5.009,1
색상_b*,8.758,1
색상_b*,9.0475,1
색상_b*,9.379,1
색상_b*,9.394,1
색상_b*,6.785,1
색상_b*,5.0565,1
색상_b*,8.5915,1
색상_b*,9.1065,1
색상_b*,8.944,1
색상_b*,9.153,1
색상_b*,4.7925,1
색상_b*,9.0175,1
색상_b*,9.414,1
색상_b*,5.934,1
색상_b*,5.9465,1
색상_b*,5.9265,1
색상_b*,5.944,1
색상_b*,6.993,1
색상_b*,8.62,1
색상_b*,8.553,1
색상_b*,8.8455,1
색상_b*,8.959,1
색상_b*,5.9765,1
색상_b*,9.0015,1
색상_b*,6.1675,1
색상_b*,8.923,1
색상_b*,5.99,1
색상_b*,8.91,1
색상_b*,9.1165,1
색상_b*,8.9125,1
색상_b*,8.829,1
색상_b*,9.4325,1
색상_b*,9.4765,1
색상_b*,0.4865,1
색상_b*,5.16175,1
색상_b*,5.2925,1
색상_b*,5.1405,1
색상_b*,5.311,1
색상_b*,5.404,1
색상_b*,4.83,1
색상_b*,8.7165,1
색상_b*,4.86,1
색상_b*,8.9375,1
색상_b*,9.1105,1
색상_b*,9.244,1
색상_b*,9.229,1
색상_b*,85.075,1
색상_b*,9.3175,1
색상_b*,9.3405,1
색상_b*,-0.463,1
색상_b*,-0.555,1
색상_b*,0.4425,1
색상_b*,5.06,1
색상_b*,9.353,1
색상_b*,7.584,1
색상_b*,9.3125,1
색상_b*,9.0205,1
색상_b*,9.388,1
색상_b*,4.97,1
색상_b*,9.5615,1
색상_b*,9.494,1
색상_b*,9.4965,1
색상_b*,9.25,1
색상_b*,9.2565,1
색상_b*,5.069,1
색상_b*,9.5665,1
색상_b*,7.7155,1
색상_b*,9.0775,1
색상_b*,8.824,1
색상_b*,9.2375,1
색상_b*,9.4175,1
색상_b*,9.4475,1
색상_b*,5.1205,1
색상_b*,16.72,1
색상_b*,16.775,1
색상_b*,-2.3815,1
색상_b*,-16.789,1
색상_b*,50.52,1
색상_b*,-17.019,1
색상_b*,-17.0755,1
색상_b*,-16.8115,1
색상_b*,50.7025,1
색상_b*,35.969,1
색상_b*,-16.689,1
색상_b*,22.505,1
색상_b*,-16.5375,1
색상_b*,-16.5915,1
색상_b*,-16.4805,1
색상_b*,-26.294,1
색상_b*,-25.888,1
색상_b*,-25.5705,1
색상_b*,-25.388,1
색상_b*,-25.1965,1
색상_b*,-24.965,1
색상_b*,-17.42,1
색상_b*,-17.1915,1
색상_b*,22.455,1
색상_b*,-12.554,1
색상_b*,-0.9255,1
색상_b*,-2.0565,1
색상_b*,50.68875,1
색상_b*,-1.8765,1
색상_b*,-1.8425,1
색상_b*,-1.84,1
색상_b*,-1.7815,1
색상_b*,-1.809,1
색상_b*,-12.5455,1
색상_b*,-12.615,1
색상_b*,-11.4265,1
색상_b*,-11.243,1
색상_b*,-10.968,1
색상_b*,-11.4455,1
색상_b*,-10.785,1
색상_b*,-10.945,1
색상_b*,-10.9915,1
색상_b*,-24.883,1
색상_b*,-24.874,1
색상_b*,-0.999,1
색상_b*,-30.874,1
색상_b*,-30.8175,1
색상_b*,-30.4755,1
색상_b*,-30.39,1
색상_b*,-30.474,1
색상_b*,-30.829,1
색상_b*,-30.6515,1
색상_b*,-30.4525,1
색상_b*,5.958,1
색상_b*,-30.4165,1
색상_b*,-30.0805,1
색상_b*,-29.313,1
색상_b*,-28.974,1
색상_b*,-29.0525,1
색상_b*,-28.799,1
색상_b*,-28.8305,1
색상_b*,-28.764,1
색상_b*,-28.6505,1
색상_b*,-30.8555,1
색상_b*,-31.0975,1
색상_b*,-28.8165,1
색상_b*,-31.4055,1
색상_b*,-29.323,1
색상_b*,22.385,1
색상_b*,-28.618,1
색상_b*,-28.4465,1
색상_b*,22.289,1
색상_b*,-28.3415,1
색상_b*,-28.3505,1
색상_b*,-28.0065,1
색상_b*,-30.569,1
색상_b*,-31.123,1
색상_b*,22.398,1
색상_b*,-30.5065,1
색상_b*,-30.539,1
색상_b*,-30.3525,1
색상_b*,-30.479,1
색상_b*,-30.208,1
색상_b*,-30.849,1
색상_b*,-0.96875,1
색상_b*,-1.19675,1
색상_b*,18.24333333,1
색상_b*,16.765,1
색상_b*,-3.4665,1
색상_b*,-3.3225,1
색상_b*,-3.2405,1
색상_b*,-3.1755,1
색상_b*,-3.209,1
색상_b*,-3.2065,1
색상_b*,17.175,1
색상_b*,-3.254,1
색상_b*,-3.2165,1
색상_b*,-3.315,1
색상_b*,-3.829,1
색상_b*,-3.3615,1
색상_b*,-3.3465,1
색상_b*,-3.354,1
색상_b*,-3.348,1
색상_b*,18.77,1
색상_b*,-3.329,1
색상_b*,16.855,1
색상_b*,-2.8665,1
색상_b*,-3.3165,1
색상_b*,17.165,1
색상_b*,18.585,1
색상_b*,18.41,1
색상_b*,18.9875,1
색상_b*,18.21,1
색상_b*,-2.639,1
색상_b*,-3.014,1
색상_b*,17.77,1
색상_b*,17.485,1
색상_b*,-2.9355,1
색상_b*,-2.9805,1
색상_b*,-2.9255,1
색상_b*,-2.9315,1
색상_b*,-2.969,1
색상_b*,16.64,1
색상_b*,13.095,1
색상_b*,-2.935,1
색상_b*,-2.914,1
색상_b*,-3.345,1
색상_b*,-3.3755,1
색상_b*,-1.6065,1
색상_b*,-2.2255,1
색상_b*,-2.193,1
색상_b*,85.4325,1
색상_b*,51.095,1
색상_b*,-2.208,1
색상_b*,-2.233,1
색상_b*,-2.189,1
색상_b*,-2.2015,1
색상_b*,50.98,1
색상_b*,50.8,1
색상_b*,-2.103,1
색상_b*,-1.518,1
색상_b*,51.26,1
색상_b*,-1.6765,1
색상_b*,-1.659,1
색상_b*,-1.639,1
색상_b*,-1.6615,1
색상_b*,-1.693,1
색상_b*,8.9855,1
색상_b*,85.825,1
색상_b*,-3.284,1
색상_b*,-2.325,1
색상_b*,-3.004,1
색상_b*,-3.024,1
색상_b*,-3.053,1
색상_b*,-2.963,1
색상_b*,85.145,1
색상_b*,-2.9525,1
색상_b*,-3.0975,1
색상_b*,-3.1365,1
색상_b*,-3.0915,1
색상_b*,-2.5565,1
색상_b*,-2.614,1
색상_b*,-2.634,1
색상_b*,-2.6315,1
색상_b*,-2.6615,1
색상_b*,-2.6765,1
색상_b*,-2.6815,1
색상_b*,-2.5815,1
색상_b*,-2.1625,1
색상_b*,-3.7455,1
색상_b*,9.003,1
색상_b*,8.148,1
색상_b*,9.073,1
색상_b*,8.7975,1
색상_b*,8.9405,1
색상_b*,9.289,1
색상_b*,9.3275,1
색상_b*,7.0805,1
색상_b*,9.0325,1
색상_b*,9.055,1
색상_b*,8.7115,1
색상_b*,8.7365,1
색상_b*,9.249,1
색상_b*,9.513,1
색상_b*,-0.334,1
색상_b*,-0.2515,1
색상_b*,-0.345,1
색상_b*,-0.3505,1
색상_b*,-0.38,1
색상_b*,-0.374,1
색상_b*,-0.3205,1
색상_b*,8.989,1
색상_b*,9.0415,1
색상_b*,-0.6575,1
색상_b*,9.2675,1
색상_b*,8.0905,1
색상_b*,8.904,1
색상_b*,8.9225,1
색상_b*,8.964,1
색상_b*,9.015,1
색상_b*,9.29,1
색상_b*,6.895,1
색상_b*,8.059,1
색상_b*,8.1915,1
색상_b*,8.2765,1
색상_b*,8.55,1
색상_b*,9.1755,1
색상_b*,9.2305,1
색상_b*,8.08,1
색상_b*,8.164,1
색상_b*,8.354,1
색상_b*,9.1665,1
색상_b*,9.2265,1
색상_b*,9.274,1
색상_b*,-0.209,1
색상_b*,-0.0715,1
색상_b*,9.0055,1
색상_b*,-1.363,1
색상_b*,-1.2315,1
색상_b*,-1.2405,1
색상_b*,-1.209,1
색상_b*,-1.1605,1
색상_b*,-1.2925,1
색상_b*,-1.164,1
색상_b*,-1.1805,1
색상_b*,-1.1905,1
색상_b*,-0.689,1
색상_b*,-0.5165,1
색상_b*,-0.748,1
색상_b*,-0.6315,1
색상_b*,-0.6515,1
색상_b*,-0.6305,1
색상_b*,-0.604,1
색상_b*,-0.404,1
색상_b*,-1.804,1
색상_b*,-0.8915,1
색상_b*,-1.0505,1
색상_b*,-1.1705,1
색상_b*,-1.3415,1
색상_b*,-0.534,1
색상_b*,-1.1405,1
색상_b*,-0.5705,1
색상_b*,-0.4875,1
색상_b*,-0.5155,1
색상_b*,-0.533,1
색상_b*,-0.4465,1
색상_b*,-0.1555,1
색상_b*,-1.1025,1
색상_b*,-0.784,1
색상_b*,-0.8715,1
색상_b*,-0.884,1
색상_b*,-0.8375,1
색상_b*,-0.829,1
색상_b*,-0.8455,1
색상_b*,-0.9855,1
색상_b*,-0.9425,1
색상_b*,-0.9755,1
색상_b*,-0.994,1
색상_b*,-0.9105,1
색상_b*,-1.214,1
색상_b*,8.2665,1
색상_b*,6.6615,1
색상_b*,-14.0,1
색상_b*,2.5715,1
색상_b*,9.844,1
색상_b*,9.8245,1
색상_b*,9.86975,1
색상_b*,9.978,1
색상_b*,12.62775,1
색상_b*,12.829,1
색상_b*,12.81125,1
색상_b*,12.86575,1
색상_b*,12.898,1
색상_b*,18.219625,1
색상_b*,18.665,1
색상_b*,18.497,1
색상_b*,18.39225,1
색상_b*,18.543,1
색상_b*,29.068625,1
색상_b*,29.5015,1
색상_b*,29.358,1
색상_b*,29.06825,1
색상_b*,29.453,1
색상_b*,2.695,1
색상_b*,2.47275,1
색상_b*,1.824,1
색상_b*,2.4555,1
색상_b*,-14.14025,1
색상_b*,19.123,1
색상_b*,19.099,1
색상_b*,18.979,1
색상_b*,18.94,1
색상_b*,18.8915,1
색상_b*,18.873,1
색상_b*,-14.814,1
색상_b*,-14.749,1
색상_b*,-14.729,1
색상_b*,-14.6765,1
색상_b*,-14.679,1
색상_b*,-14.64,1
색상_b*,-14.6315,1
색상_b*,1.189875,1
색상_b*,1.44075,1
색상_b*,1.511,1
색상_b*,1.499,1
색상_b*,2.29175,1
색상_b*,1.7815,1
색상_b*,1.7365,1
색상_b*,6.3865,1
색상_b*,22.2525,1
색상_b*,22.364,1
색상_b*,22.308,1
색상_b*,22.2175,1
색상_b*,22.265,1
색상_b*,48.273,1
색상_b*,49.4055,1
색상_b*,51.319,1
색상_b*,51.4455,1
색상_b*,51.339,1
색상_b*,50.773,1
색상_b*,5.5415,1
색상_b*,6.4065,1
색상_b*,6.158,1
색상_b*,6.3365,1
색상_b*,6.3415,1
색상_b*,6.364,1
색상_b*,6.358,1
색상_b*,6.323,1
색상_b*,6.3165,1
색상_b*,22.3555,1
색상_b*,21.423,1
색상_b*,1.6615,1
색상_b*,83.103,1
색상_b*,1.6675,1
색상_b*,1.684,1
색상_b*,3.483,1
색상_b*,3.4765,1
색상_b*,3.414,1
색상_b*,3.2875,1
색상_b*,3.298,1
색상_b*,39.0155,1
색상_b*,39.0265,1
색상_b*,38.5425,1
색상_b*,38.375,1
색상_b*,38.328,1
색상_b*,38.479,1
색상_b*,84.724,1
색상_b*,84.853,1
색상_b*,84.4675,1
색상_b*,84.1355,1
색상_b*,83.819,1
색상_b*,83.349,1
색상_b*,-0.993,1
색상_b*,-0.974,1
색상_b*,-1.0275,1
색상_b*,19.453,1
색상_b*,16.6865,1
색상_b*,19.219,1
색상_b*,19.265,1
색상_b*,19.424,1
색상_b*,19.163,1
색상_b*,19.159,1
색상_b*,19.294,1
색상_b*,14.2265,1
색상_b*,21.4405,1
색상_b*,18.05,1
색상_b*,21.558,1
색상_b*,20.9615,1
색상_b*,21.664,1
색상_b*,21.3315,1
색상_b*,37.6615,1
색상_b*,39.129,1
색상_b*,38.774,1
색상_b*,38.835,1
색상_b*,38.4705,1
색상_b*,14.929,1
색상_b*,13.059,1
색상_b*,38.2865,1
색상_b*,13.859,1
색상_b*,7.384,1
색상_b*,7.4125,1
색상_b*,7.455,1
색상_b*,7.2015,1
색상_b*,7.174,1
색상_b*,8.014,1
색상_b*,9.4815,1
색상_b*,11.21,1
색상_b*,11.2175,1
색상_b*,11.269,1
색상_b*,11.2315,1
색상_b*,11.264,1
색상_b*,11.245,1
색상_b*,11.1715,1
색상_b*,11.4565,1
색상_b*,13.574,1
색상_b*,13.6405,1
색상_b*,13.7455,1
색상_b*,13.645,1
색상_b*,38.674,1
색상_b*,38.1625,1
색상_b*,-0.9175,1
색상_b*,79.159,1
색상_b*,78.723,1
색상_b*,77.6305,1
색상_b*,62.279,1
색상_b*,77.109,1
색상_b*,85.074,1
색상_b*,84.6615,1
색상_b*,83.763,1
색상_b*,84.588,1
색상_b*,84.5465,1
색상_b*,84.094,1
색상_b*,61.9715,1
색상_b*,84.2625,1
색상_b*,76.6565,1
색상_b*,83.8905,1
색상_b*,84.1955,1
색상_b*,82.144,1
색상_b*,83.198,1
색상_b*,85.739,1
색상_b*,85.4,1
색상_b*,79.5615,1
색상_b*,72.014,1
색상_b*,37.889,1
색상_b*,72.3115,1
색상_b*,38.6415,1
색상_b*,59.209,1
색상_b*,65.665,1
색상_b*,63.6725,1
색상_b*,63.045,1
색상_b*,62.5815,1
색상_b*,62.0455,1
색상_b*,62.2455,1
색상_b*,62.09,1
색상_b*,61.559,1
색상_b*,62.8715,1
색상_b*,62.1155,1
색상_b*,71.818,1
색상_b*,71.839,1
색상_b*,73.43,1
색상_b*,73.3275,1
색상_b*,73.1205,1
색상_b*,73.094,1
색상_b*,72.8015,1
색상_b*,7.409,1
색상_b*,8.219,1
색상_b*,7.2065,1
색상_b*,-2.118,1
색상_b*,-1.5265,1
색상_b*,-8.3325,1
색상_b*,-2.1805,1
색상_b*,-2.858,1
색상_b*,-2.1165,1
색상_b*,-2.2615,1
색상_b*,-2.1365,1
색상_b*,-2.009,1
색상_b*,-17.5705,1
색상_b*,-17.404,1
색상_b*,-17.354,1
색상_b*,-17.3025,1
색상_b*,-17.084,1
색상_b*,-17.053,1
색상_b*,-16.9055,1
색상_b*,-16.9225,1
색상_b*,-17.1775,1
색상_b*,-19.7155,1
색상_b*,-17.198,1
색상_b*,-2.0065,1
색상_b*,-1.943,1
색상_b*,2.3325,1
색상_b*,-2.079,1
색상_b*,-0.8955,1
색상_b*,-0.9515,1
색상_b*,-1.74,1
색상_b*,-1.2015,1
색상_b*,-0.5715,1
색상_b*,-1.258,1
색상_b*,-0.813,1
색상_b*,-1.1225,1
색상_b*,-1.003,1
색상_b*,-1.11,1
색상_b*,-1.2025,1
색상_b*,-0.945,1
색상_b*,-1.369,1
색상_b*,-1.3115,1
색상_b*,-1.2805,1
색상_b*,-5.959,1
색상_b*,-1.584,1
색상_b*,-5.358,1
색상_b*,-2.0625,1
색상_b*,-26.119,1
색상_b*,-25.8365,1
색상_b*,-25.6525,1
색상_b*,-25.274,1
색상_b*,-29.9515,1
색상_b*,-29.8915,1
색상_b*,-29.8255,1
색상_b*,-29.674,1
색상_b*,-30.1505,1
색상_b*,-29.799,1
색상_b*,-29.749,1
색상_b*,-29.8055,1
색상_b*,-30.005,1
색상_b*,-29.599,1
색상_b*,-29.259,1
색상_b*,2.0555,1
색상_b*,2.2455,1
색상_b*,2.284,1
색상_b*,2.2915,1
색상_b*,2.2765,1
색상_b*,2.3705,1
색상_b*,2.3215,1
색상_b*,2.3565,1
색상_b*,-29.943,1
색상_b*,-30.2925,1
색상_b*,-30.399,1
색상_b*,-27.3675,1
색상_b*,-25.2025,1
색상_b*,-25.0705,1
색상_b*,-18.314,1
색상_b*,-28.4175,1
색상_b*,-28.059,1
색상_b*,-27.9255,1
색상_b*,-27.539,1
색상_b*,-27.5155,1
색상_b*,-27.3355,1
색상_b*,-30.59,1
색상_b*,-27.6415,1
색상_b*,-29.4315,1
색상_b*,-29.3025,1
색상_b*,-29.1015,1
색상_b*,-29.0365,1
색상_b*,-28.879,1
색상_b*,-28.809,1
색상_b*,-30.194,1
색상_b*,-14.117,1
색상_b*,-14.169875,1
색상_b*,24.1065,1
색상_b*,17.1015,1
색상_b*,17.503,1
색상_b*,17.539,1
색상_b*,17.6405,1
색상_b*,17.324,1
색상_b*,17.1315,1
색상_b*,17.1425,1
색상_b*,17.3465,1
색상_b*,-4.2915,1
색상_b*,-3.7415,1
색상_b*,-3.303,1
색상_b*,-3.288,1
색상_b*,-3.229,1
색상_b*,-3.6375,1
색상_b*,36.3665,1
색상_b*,36.488,1
색상_b*,36.699,1
색상_b*,36.819,1
색상_b*,36.544,1
색상_b*,35.8675,1
색상_b*,17.494,1
색상_b*,53.953,1
색상_b*,35.454,1
색상_b*,54.579,1
색상_b*,-0.289,1
색상_b*,-0.2025,1
색상_b*,-0.1955,1
색상_b*,-0.105,1
색상_b*,23.18,1
색상_b*,23.2265,1
색상_b*,23.5715,1
색상_b*,23.309,1
색상_b*,22.8515,1
색상_b*,22.849,1
색상_b*,22.923,1
색상_b*,55.109,1
색상_b*,55.763,1
색상_b*,56.3405,1
색상_b*,55.4155,1
색상_b*,55.4555,1
색상_b*,55.019,1
색상_b*,54.815,1
색상_b*,54.739,1
색상_b*,35.428,1
색상_b*,35.639,1
색상_b*,-0.244,1
색상_b*,67.0715,1
색상_b*,-4.0205,1
색상_b*,-3.4765,1
색상_b*,-3.4415,1
색상_b*,-3.3725,1
색상_b*,-3.32,1
색상_b*,-3.265,1
색상_b*,-3.2725,1
색상_b*,-3.3015,1
색상_b*,-0.973,1
색상_b*,-0.7315,1
색상_b*,-1.3315,1
색상_b*,-0.7205,1
색상_b*,-0.845,1
색상_b*,31.6325,1
색상_b*,32.173,1
색상_b*,32.8355,1
색상_b*,32.4765,1
색상_b*,32.284,1
색상_b*,31.8405,1
색상_b*,65.4365,1
색상_b*,67.173,1
색상_b*,-0.5015,1
색상_b*,67.2465,1
색상_b*,-0.6015,1
색상_b*,-0.4955,1
색상_b*,-0.5205,1
색상_b*,-0.4575,1
색상_b*,-0.519,1
색상_b*,28.764,1
색상_b*,28.878,1
색상_b*,28.898,1
색상_b*,28.904,1
색상_b*,28.423,1
색상_b*,28.398,1
색상_b*,28.369,1
색상_b*,28.1515,1
색상_b*,28.545,1
색상_b*,64.518,1
색상_b*,66.2565,1
색상_b*,68.865,1
색상_b*,68.4265,1
색상_b*,68.074,1
색상_b*,-0.6115,1
색상_b*,-0.6825,1
색상_b*,-21.664,1
색상_b*,17.8765,1
색상_b*,17.475,1
색상_b*,17.589,1
색상_b*,17.458,1
색상_b*,17.033,1
색상_b*,31.7065,1
색상_b*,32.7215,1
색상_b*,32.564,1
색상_b*,32.578,1
색상_b*,32.2565,1
색상_b*,32.0805,1
색상_b*,32.3565,1
색상_b*,32.044,1
색상_b*,30.909,1
색상_b*,-3.715,1
색상_b*,-3.4755,1
색상_b*,-4.824,1
색상_b*,-4.718,1
색상_b*,-4.493,1
색상_b*,-4.21,1
색상_b*,17.5465,1
색상_b*,17.903,1
색상_b*,-4.0655,1
색상_b*,17.85,1
색상_b*,24.3355,1
색상_b*,24.678,1
색상_b*,24.469,1
색상_b*,24.154,1
색상_b*,24.644,1
색상_b*,24.143,1
색상_b*,24.0975,1
색상_b*,24.2155,1
색상_b*,9.899,1
색상_b*,10.0615,1
색상_b*,10.335,1
색상_b*,10.21,1
색상_b*,10.11,1
색상_b*,10.089,1
색상_b*,10.1015,1
색상_b*,10.1055,1
색상_b*,10.0815,1
색상_b*,9.9615,1
색상_b*,17.3755,1
색상_b*,-4.204,1
색상_b*,-4.053,1
색상_b*,29.833,1
색상_b*,15.2315,1
색상_b*,14.814,1
색상_b*,15.409,1
색상_b*,-4.2765,1
색상_b*,-3.7105,1
색상_b*,-4.1955,1
색상_b*,-4.14,1
색상_b*,-4.0665,1
색상_b*,1.345,1
색상_b*,-3.6815,1
색상_b*,-3.6305,1
색상_b*,-3.5755,1
색상_b*,30.104,1
색상_b*,30.199,1
색상_b*,31.4665,1
색상_b*,30.8765,1
색상_b*,30.793,1
색상_b*,30.1355,1
색상_b*,29.668,1
색상_b*,29.9415,1
색상_b*,15.0315,1
색상_b*,15.2855,1
색상_b*,-3.3025,1
색상_b*,15.4625,1
색상_b*,-0.2875,1
색상_b*,-0.019,1
색상_b*,-0.443,1
색상_b*,-0.4115,1
색상_b*,-0.329,1
색상_b*,-0.2115,1
색상_b*,-0.1565,1
색상_b*,0.138,1
색상_b*,18.0175,1
색상_b*,18.2875,1
색상_b*,18.479,1
색상_b*,18.615,1
색상_b*,18.494,1
색상_b*,18.2365,1
색상_b*,18.3725,1
색상_b*,18.19,1
색상_b*,18.06,1
색상_b*,18.208,1
색상_b*,15.1375,1
색상_b*,31.7375,1
색상_b*,31.8365,1
색상_b*,18.119,1
색상_b*,82.8765,1
색상_b*,82.6565,1
색상_b*,81.374,1
색상_b*,77.2025,1
색상_b*,84.3955,1
색상_b*,85.769,1
색상_b*,86.1775,1
색상_b*,86.1115,1
색상_b*,85.699,1
색상_b*,85.339,1
색상_b*,85.5615,1
색상_b*,85.6365,1
색상_b*,6.6065,1
색상_b*,15.895,1
색상_b*,15.579,1
색상_b*,16.2465,1
색상_b*,16.198,1
색상_b*,16.259,1
색상_b*,16.215,1
색상_b*,14.774,1
색상_b*,82.454,1
색상_b*,83.09,1
색상_b*,47.0265,1
색상_b*,83.434,1
색상_b*,18.814,1
색상_b*,18.769,1
색상_b*,18.6565,1
색상_b*,18.634,1
색상_b*,18.4625,1
색상_b*,17.968,1
색상_b*,43.945,1
색상_b*,46.524,1
색상_b*,47.5075,1
색상_b*,47.4315,1
색상_b*,47.024,1
색상_b*,46.7315,1
색상_b*,46.554,1
색상_b*,46.3825,1
색상_b*,46.1765,1
색상_b*,46.0175,1
색상_b*,66.0255,1
색상_b*,82.4705,1
색상_b*,82.94,1
색상_b*,39.935,1
색상_b*,46.6065,1
색상_b*,18.685,1
색상_b*,-30.344,1
색상_b*,-30.1815,1
색상_b*,-10.607,1
색상_b*,-10.509,1
색상_b*,-10.261,1
색상_b*,-10.17825,1
색상_b*,-10.0665,1
색상_b*,-7.056375,1
색상_b*,-6.723,1
색상_b*,-6.69325,1
색상_b*,-6.56725,1
색상_b*,-6.4675,1
색상_b*,0.563125,1
색상_b*,1.1225,1
색상_b*,1.10975,1
색상_b*,1.127,1
색상_b*,1.335,1
색상_b*,-21.653,1
색상_b*,-21.6655,1
색상_b*,-21.7845,1
색상_b*,-30.3015,1
색상_b*,-30.7325,1
색상_b*,47.3615,1
색상_b*,-30.673,1
색상_b*,47.268,1
색상_b*,47.2265,1
색상_b*,47.019,1
색상_b*,46.8625,1
색상_b*,46.8715,1
색상_b*,46.684,1
색상_b*,77.809,1
색상_b*,87.003,1
색상_b*,87.3065,1
색상_b*,88.2365,1
색상_b*,88.103,1
색상_b*,87.779,1
색상_b*,87.7015,1
색상_b*,87.5455,1
색상_b*,87.4215,1
색상_b*,-13.718875,1
색상_b*,-13.9215,1
색상_b*,-13.58475,1
색상_b*,-31.0265,1
색상_b*,18.8815,1
색상_b*,18.4565,1
색상_b*,18.245,1
색상_b*,41.5565,1
색상_b*,41.9615,1
색상_b*,-1.728,1
색상_b*,-1.078,1
색상_b*,-1.0115,1
색상_b*,-0.903,1
색상_b*,-0.9315,1
색상_b*,-1.194,1
색상_b*,34.0915,1
색상_b*,33.8565,1
색상_b*,34.3015,1
색상_b*,34.023,1
색상_b*,33.964,1
색상_b*,33.649,1
색상_b*,33.603,1
색상_b*,33.4005,1
색상_b*,64.388,1
색상_b*,77.399,1
색상_b*,79.363,1
색상_b*,79.2655,1
색상_b*,41.429,1
색상_b*,41.7475,1
색상_b*,35.3065,1
색상_b*,42.209,1
색상_b*,19.669,1
색상_b*,19.4925,1
색상_b*,19.154,1
색상_b*,19.0665,1
색상_b*,18.52,1
색상_b*,-3.97,1
색상_b*,-3.335,1
색상_b*,-2.878,1
색상_b*,-2.764,1
색상_b*,-2.744,1
색상_b*,-2.745,1
색상_b*,-2.7625,1
색상_b*,-2.7715,1
색상_b*,-2.7865,1
색상_b*,-3.43,1
색상_b*,41.989,1
색상_b*,42.9275,1
색상_b*,42.985,1
색상_b*,42.505,1
색상_b*,78.299,1
색상_b*,78.573,1
색상_b*,77.4965,1
색상_b*,77.639,1
색상_b*,45.24,1
색상_b*,45.2955,1
색상_b*,44.8575,1
색상_b*,-2.7155,1
색상_b*,-1.419,1
색상_b*,-1.468,1
색상_b*,-1.3855,1
색상_b*,-1.3375,1
색상_b*,-1.2105,1
색상_b*,-1.2115,1
색상_b*,-1.7875,1
색상_b*,37.3805,1
색상_b*,36.5575,1
색상_b*,36.16,1
색상_b*,35.795,1
색상_b*,35.6755,1
색상_b*,35.5325,1
색상_b*,35.6655,1
색상_b*,35.494,1
색상_b*,45.7315,1
색상_b*,45.9155,1
색상_b*,46.369,1
색상_b*,18.904,1
색상_b*,77.413,1
색상_b*,75.925,1
색상_b*,17.05,1
색상_b*,19.444,1
색상_b*,19.6105,1
색상_b*,19.0065,1
색상_b*,18.959,1
색상_b*,18.9055,1
색상_b*,-3.178,1
색상_b*,43.979,1
색상_b*,-3.0575,1
색상_b*,-2.844,1
색상_b*,-2.7665,1
색상_b*,-2.709,1
색상_b*,-2.749,1
색상_b*,-2.735,1
색상_b*,-2.7325,1
색상_b*,-2.8855,1
색상_b*,1.7075,1
색상_b*,4.03,1
색상_b*,1.355,1
색상_b*,1.148333333,1
색상_b*,26.125,1
색상_b*,26.12,1
색상_b*,25.78,1
색상_b*,24.635,1
색상_b*,25.6,1
색상_b*,10.675,1
색상_b*,33.185,1
색상_b*,-6.015,1
색상_b*,9.98,1
색상_b*,12.005,1
색상_b*,14.815,1
색상_b*,55.145,1
색상_b*,-6.615,1
색상_b*,-6.185,1
색상_b*,17.83,1
색상_b*,13.315,1
색상_b*,-6.59,1
색상_b*,24.26,1
색상_b*,-5.96,1
색상_b*,26.325,1
색상_b*,25.905,1
색상_b*,3.885,1
색상_b*,16.74,1
색상_b*,-19.5,1
색상_b*,-12.07,1
색상_b*,-17.52,1
색상_b*,12.39,1
색상_b*,-11.13,1
색상_b*,15.04,1
색상_b*,-11.765,1
색상_b*,-16.405,1
색상_b*,-8.91,1
색상_b*,-3.455,1
색상_b*,17.29,1
색상_b*,-15.645,1
색상_b*,18.005,1
색상_b*,-1.57,1
색상_b*,3.235,1
색상_b*,9.91,1
색상_b*,-2.93,1
색상_b*,9.97,1
색상_b*,20.205,1
색상_b*,-5.7,1
색상_b*,22.245,1
색상_b*,-13.745,1
색상_b*,35.905,1
색상_b*,-11.315,1
색상_b*,-10.795,1
색상_b*,-11.51,1
색상_b*,-11.09,1
색상_b*,-11.64,1
색상_b*,-11.535,1
색상_b*,-8.42,1
색상_b*,-12.775,1
색상_b*,85.1,1
색상_b*,-13.46,1
색상_b*,-11.685,1
색상_b*,-12.06,1
색상_b*,-11.74,1
색상_b*,-17.105,1
색상_b*,-25.465,1
색상_b*,-28.34,1
색상_b*,-29.365,1
색상_b*,11.75,1
색상_b*,82.05,1
색상_b*,66.565,1
색상_b*,25.46,1
색상_b*,13.995,1
색상_b*,-6.35,1
색상_b*,27.56,1
색상_b*,-5.43,1
색상_b*,23.53,1
색상_b*,14.205,1
색상_b*,29.655,1
색상_b*,-4.715,1
색상_b*,73.03,1
색상_b*,33.495,1
색상_b*,14.18,1
색상_b*,31.045,1
색상_b*,77.16,1
색상_b*,-4.75,1
